Brain_Searched, 126:127, XBirA_2:No_BirA_6	Brain_Searched, 126:128, XBirA_2:No_BirA_5	Brain_Searched, 126:129, XBirA_2:XBirA_3	Brain_Searched, 126:130, XBirA_2:XBirA_1	Brain_Searched, 126:131, XBirA_2:No_BirA_4	Brain_Searched, 127:126, No_BirA_6:XBirA_2	Brain_Searched, 127:128, No_BirA_6:No_BirA_5	Brain_Searched, 127:129, No_BirA_6:XBirA_3	Brain_Searched, 127:130, No_BirA_6:XBirA_1	Brain_Searched, 127:131, No_BirA_6:No_BirA_4	Brain_Searched, 128:126, No_BirA_5:XBirA_2	Brain_Searched, 128:127, No_BirA_5:No_BirA_6	Brain_Searched, 128:129, No_BirA_5:XBirA_3	Brain_Searched, 128:130, No_BirA_5:XBirA_1	Brain_Searched, 128:131, No_BirA_5:No_BirA_4	Brain_Searched, 129:126, XBirA_3:XBirA_2	Brain_Searched, 129:127, XBirA_3:No_BirA_6	Brain_Searched, 129:128, XBirA_3:No_BirA_5	Brain_Searched, 129:130, XBirA_3:XBirA_1	Brain_Searched, 129:131, XBirA_3:No_BirA_4	Brain_Searched, 130:126, XBirA_1:XBirA_2	Brain_Searched, 130:127, XBirA_1:No_BirA_6	Brain_Searched, 130:128, XBirA_1:No_BirA_5	Brain_Searched, 130:129, XBirA_1:XBirA_3	Brain_Searched, 130:131, XBirA_1:No_BirA_4	Brain_Searched, 131:126, No_BirA_4:XBirA_2	Brain_Searched, 131:127, No_BirA_4:No_BirA_6	Brain_Searched, 131:128, No_BirA_4:No_BirA_5	Brain_Searched, 131:129, No_BirA_4:XBirA_3	Brain_Searched, 131:130, No_BirA_4:XBirA_1	id	accession_number	geneSymbol	numColumnsProteinObserved	numSpectraProteinObserved	numPepsUnique	numPepsUniqueSubgroupSpecificCI	accession_numbers	species	protein_mw	percentCoverage	groupNum	subgroupNum	scoreUnique	scoreUniqueSubgroupSpecificCI	orfCategory	sequenceLength	entry_name	cellular_component	biological_process	molecular_function	Brain_Searched unique_peptides	Brain_Searched numSpectra	Brain_Searched totalIntensity	Brain_Searched pct_cov
-0.085	-0.137	-0.164	0.326	-0.11	0.085	-0.044	-0.0659999999999998	0.394	-0.0579999999999999	0.137	0.044	0.00600000000000001	0.47	0.0239999999999999	0.164	0.0659999999999998	-0.00600000000000001	0.463	0.00900000000000001	-0.326	-0.394	-0.47	-0.463	-0.444	0.11	0.0579999999999999	-0.0239999999999999	-0.00900000000000001	0.444	B9EHJ3	B9EHJ3	Tjp1	1	206	72	1	B9EHJ3|A0A0U1RPW2	MOUSE	189190.8	44.4	54	54.1	978.25	16.65		1685	Tight junction protein ZO-1	nucleus|cytoplasm|plasma membrane|cell-cell junction|adherens junction|cell-cell adherens junction|bicellular tight junction|cell surface|intercalated disc|membrane|basolateral plasma membrane|apical plasma membrane|apicolateral plasma membrane|cell junction|apical junction complex|apical part of cell|intercellular canaliculus|	blastocyst formation|sensory perception of sound|establishment of endothelial intestinal barrier|	protein domain specific binding|	72	206	9.94e+10	44.4%
-0.479	-0.555	0.261	0.12	-0.126	0.479	-0.093	0.742	0.59	0.339	0.555	0.093	0.828	0.698	0.439	-0.261	-0.742	-0.828	-0.135	-0.389	-0.12	-0.59	-0.698	0.135	-0.254	0.126	-0.339	-0.439	0.389	0.254	Q99MR8	Q99MR8	Mccc1	1	555	64	64	Q99MR8|A0A0G2JFQ5	MOUSE	79741.8	83.5	55	55.1	965.44	965.44		717	Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial	3-methylcrotonyl-CoA carboxylase complex, mitochondrial|mitochondrion|mitochondrial inner membrane|mitochondrial matrix|	leucine catabolic process|	biotin carboxylase activity|methylcrotonoyl-CoA carboxylase activity|ATP binding|metal ion binding|methylcrotonoyl-CoA carboxylase activity|	64	555	2.01e+12	83.5%
-0.623	-0.342	-0.054	0.196	0.107	0.623	0.273	0.56	0.825	0.727	0.342	-0.273	0.315	0.583	0.478	0.054	-0.56	-0.315	0.27	0.15	-0.196	-0.825	-0.583	-0.27	-0.1	-0.107	-0.727	-0.478	-0.15	0.1	P03995	P03995	Gfap	1	478	62	7	P03995|Q9Z2T6	MOUSE	49956.2	87.6	56	56.1	958.33	67.22		430	Glial fibrillary acidic protein	cytoplasm|intermediate filament|membrane|cell projection|myelin sheath|cell body|glial cell projection|astrocyte projection|astrocyte end-foot|	response to wounding|positive regulation of Schwann cell proliferation|negative regulation of neuron projection development|astrocyte development|extracellular matrix organization|neuron projection regeneration|intermediate filament-based process|intermediate filament organization|regulation of neurotransmitter uptake|Bergmann glial cell differentiation|long-term synaptic potentiation|	integrin binding|structural molecule activity|structural constituent of cytoskeleton|protein binding|kinase binding|	63	478	2.29e+12	87.6%
-0.335	-0.23	-0.079	0.215	-0.079	0.335	0.219	0.307	0.639	0.246	0.23	-0.219	0.1	0.499	0.133	0.079	-0.307	-0.1	0.258	-0.07	-0.215	-0.639	-0.499	-0.258	-0.23	0.079	-0.246	-0.133	0.07	0.23	P03995-2	P03995-2	Gfap	1	11	58	3	P03995-2	MOUSE	49420.7	85.9	56	56.2	924.22	44		430	Isoform 2 of Glial fibrillary acidic protein	cytoplasm|intermediate filament|membrane|cell projection|myelin sheath|cell body|glial cell projection|astrocyte projection|astrocyte end-foot|	response to wounding|positive regulation of Schwann cell proliferation|negative regulation of neuron projection development|astrocyte development|extracellular matrix organization|neuron projection regeneration|intermediate filament-based process|intermediate filament organization|regulation of neurotransmitter uptake|Bergmann glial cell differentiation|long-term synaptic potentiation|	integrin binding|structural molecule activity|structural constituent of cytoskeleton|protein binding|kinase binding|	3	11	6.04e+09	9.3%
-1.412	-0.117	-0.52	-0.226	-1.49	1.412	1.144	0.875	0.854	0.08	0.117	-1.144	-0.241	-0.23	-1.426	0.52	-0.875	0.241	0.238	-0.994	0.226	-0.854	0.23	-0.238	-1.441	1.49	-0.08	1.426	0.994	1.441	Q6IFZ8	Q6IFZ8	Gm5414	1	10	7	5	Q6IFZ8	MOUSE	60683.4	8.8	56	56.3	83.82	55.66		552	MCG1050941	keratin filament|		structural molecule activity|	5	10	1.05e+10	7.2%
-0.368	-0.161	-0.032	0.188	0.13	0.368	0.197	0.308	0.552	0.475	0.161	-0.197	0.118	0.378	0.288	0.032	-0.308	-0.118	0.212	0.154	-0.188	-0.552	-0.378	-0.212	-0.068	-0.13	-0.475	-0.288	-0.154	0.068	E9QQ10	E9QQ10	Akap9	1	132	84	84	E9QQ10|Q70FJ1|Q70FJ1-2|Q70FJ1-3	MOUSE	437270.1	26.7	57	57.1	957.83	957.83		3779	A-kinase anchor protein 9	pericentriolar material|cytoplasm|Golgi apparatus|centrosome|voltage-gated potassium channel complex|ciliary basal body|	signal transduction|spermatogenesis|positive regulation of peptidyl-serine phosphorylation|Sertoli cell development|regulation of ventricular cardiac muscle cell membrane repolarization|cellular response to cAMP|regulation of heart rate by cardiac conduction|positive regulation of potassium ion transmembrane transporter activity|	protein binding|potassium channel regulator activity|protein complex scaffold|ion channel binding|	84	132	1.41e+10	26.7%
0.073	0.0659999999999999	-0.235	-0.00799999999999999	-0.00699999999999998	-0.073	-0.016	-0.289	-0.079	-0.0630000000000001	-0.0659999999999999	0.016	-0.269	-0.0600000000000001	-0.049	0.235	0.289	0.269	0.231	0.202	0.00799999999999999	0.079	0.0600000000000001	-0.231	0	0.00699999999999998	0.0630000000000001	0.049	-0.202	0	Q7TSJ2	Q7TSJ2	Map6	1	245	68	68	Q7TSJ2|A0A140LIT9|Q7TSJ2-2|D3Z6W1|Q7TSJ2-3	MOUSE	96733.3	68.2	58	58.1	950.43	950.43		906	Microtubule-associated protein 6	Golgi apparatus|microtubule|perinuclear region of cytoplasm|	microtubule cytoskeleton organization|transport|lysosome localization|dendrite morphogenesis|	calmodulin binding|microtubule binding|	68	245	2.26e+11	68.2%
0.0289999999999999	-0.111	-0.003	0.065	-0.268	-0.0289999999999999	-0.11	-0.0169999999999999	0.0429999999999999	-0.252	0.111	0.11	0.079	0.194	-0.114	0.003	0.0169999999999999	-0.079	0.077	-0.29	-0.065	-0.0429999999999999	-0.194	-0.077	-0.302	0.268	0.252	0.114	0.29	0.302	Q811P8	Q811P8	Arhgap32	1	189	64	62	Q811P8|Q811P8-2|Q640N3|Q640N3-2|E9QMX7	MOUSE	231597.8	43.1	59	59.1	939.2	905.19		2089	Rho GTPase-activating protein 32	Golgi membrane|endoplasmic reticulum membrane|cell cortex|endosome membrane|postsynaptic density|actin cytoskeleton|cell junction|dendritic spine|postsynaptic membrane|	Rho protein signal transduction|positive regulation of GTPase activity|	GTPase activator activity|phosphatidylinositol binding|	64	189	6.18e+10	43.1%
0.291	-0.024	0.023	0.118	-0.245	-0.291	-0.35	-0.316	-0.221	-0.632	0.024	0.35	0.114	0.216	-0.167	-0.023	0.316	-0.114	0.049	-0.345	-0.118	0.221	-0.216	-0.049	-0.377	0.245	0.632	0.167	0.345	0.377	Q80YF9	Q80YF9	Arhgap33	1	22	17	14	Q80YF9|A0A140LHW2|A0A140LIC8	MOUSE	140939.3	19.1	59	59.2	216.53	174.58		1305	Rho GTPase-activating protein 33	cytoplasm|plasma membrane|	signal transduction|protein transport|positive regulation of GTPase activity|	GTPase activator activity|protein binding|phosphatidylinositol binding|	14	22	2.77e+09	16.9%
0.151	-0.133	-0.079	0.03	-0.33	-0.151	-0.316	-0.226	-0.125	-0.483	0.133	0.316	0.075	0.178	-0.174	0.079	0.226	-0.075	0.085	-0.271	-0.03	0.125	-0.178	-0.085	-0.348	0.33	0.483	0.174	0.271	0.348	A0A0A6YWG7	A0A0A6YWG7	Rapgef2	1	179	61	61	A0A0A6YWG7|E9QNQ4|Q8CHG7|Q5NCJ1|B2RUJ6|Q5NCJ0|Q5NCJ5|Q5NCJ4	MOUSE	185367.2	48.4	60	60.1	935.24	935.24		1644	Rap guanine nucleotide exchange factor 2	cytoplasm|late endosome|cytosol|bicellular tight junction|membrane|apical plasma membrane|endocytic vesicle|perinuclear region of cytoplasm|	G-protein coupled receptor signaling pathway|neuropeptide signaling pathway|negative regulation of cell proliferation|cAMP-mediated signaling|microvillus assembly|neuron projection development|Rap protein signal transduction|positive regulation of GTPase activity|positive regulation of cAMP-mediated signaling|positive regulation of protein kinase activity|negative regulation of dendrite morphogenesis|establishment of endothelial barrier|positive regulation of ERK1 and ERK2 cascade|cellular response to cAMP|cellular response to cGMP|adenylate cyclase-activating adrenergic receptor signaling pathway|protein localization to plasma membrane|establishment of endothelial intestinal barrier|regulation of cell junction assembly|positive regulation of cAMP-dependent protein kinase activity|positive regulation of dendritic cell apoptotic process|	Ras guanyl-nucleotide exchange factor activity|GTPase activator activity|Rap guanyl-nucleotide exchange factor activity|PDZ domain binding|beta-1 adrenergic receptor binding|WW domain binding|phosphatidic acid binding|	61	179	5.93e+10	48.4%
0.366	0.234	0.371	-0.134	-0.311	-0.366	-0.149	0.0410000000000001	-0.524	-0.688	-0.234	0.149	0.157	-0.357	-0.562	-0.371	-0.0410000000000001	-0.157	-0.514	-0.726	0.134	0.524	0.357	0.514	-0.181	0.311	0.688	0.562	0.726	0.181	D3YZU1	D3YZU1	Shank1	1	203	68	1	D3YZU1|D3YZU5	MOUSE	227111.8	40.1	61	61.1	919	5.88		2167	SH3 and multiple ankyrin repeat domains protein 1	cytoplasm|plasma membrane|membrane|cell junction|dendrite|neuron projection|dendritic spine|postsynaptic membrane|excitatory synapse|neuronal postsynaptic density|ionotropic glutamate receptor complex|N-methyl-D-aspartate selective glutamate receptor complex|postsynaptic membrane|	protein complex assembly|long-term memory|associative learning|adult behavior|negative regulation of actin filament bundle assembly|social behavior|protein localization to synapse|olfactory behavior|habituation|neuromuscular process controlling balance|determination of affect|righting reflex|synapse maturation|dendritic spine morphogenesis|positive regulation of dendritic spine development|vocalization behavior|regulation of alpha-amino-3-hydroxy-5-methyl-4-isoxazole propionate selective glutamate receptor activity|positive regulation of excitatory postsynaptic membrane potential|	protein C-terminus binding|SH3 domain binding|GKAP/Homer scaffold activity|somatostatin receptor binding|protein complex binding|ionotropic glutamate receptor binding|identical protein binding|ankyrin repeat binding|scaffold protein binding|	68	203	5.4e+10	40.1%
0.618	0.452	0.306	0.093	-0.594	-0.618	-0.163	-0.294	-0.532	-1.206	-0.452	0.163	-0.126	-0.35	-1.028	-0.306	0.294	0.126	-0.224	-0.922	-0.093	0.532	0.35	0.224	-0.676	0.594	1.206	1.028	0.922	0.676	D3YZU4	D3YZU4	Shank1	1	2	68	2	D3YZU4	MOUSE	226144.6	40.6	61	61.2	918.82	13.74		2159	SH3 and multiple ankyrin repeat domains protein 1	membrane|postsynaptic membrane|	adult behavior|negative regulation of actin filament bundle assembly|social behavior|determination of affect|vocalization behavior|		2	2	2.59e+08	1.9%
0.157	-0.0960000000000001	-0.001	-0.016	-0.276	-0.157	-0.252	-0.14	-0.15	-0.388	0.0960000000000001	0.252	0.095	0.127	-0.151	0.001	0.14	-0.095	0.005	-0.272	0.016	0.15	-0.127	-0.005	-0.261	0.276	0.388	0.151	0.272	0.261	Q80U49	Q80U49	Cep170b	1	185	71	68	Q80U49|B9EIX2|Q80U49-2	MOUSE	171274.2	49.2	62	62.1	918.49	873.33		1574	Centrosomal protein of 170 kDa protein B	cytoplasm|microtubule|			71	185	7.54e+10	49.2%
0.0839999999999999	0.0649999999999999	0.084	0.085	-0.019	-0.0839999999999999	-0.024	0.046	0.032	-0.072	-0.0649999999999999	0.024	-0.014	0.0529999999999999	-0.056	-0.084	-0.046	0.014	0.014	-0.109	-0.085	-0.032	-0.0529999999999999	-0.014	-0.117	0.019	0.072	0.056	0.109	0.117	Q6A065	Q6A065	Cep170	1	77	41	38	Q6A065|H7BX26|Q6A065-3|Q6A065-2|A0A0A6YXR9	MOUSE	175617.3	31.2	62	62.2	512	466.84		1588	Centrosomal protein of 170 kDa	cytoplasm|centrosome|centriole|spindle|microtubule|nuclear membrane|			38	77	1.69e+10	29.3%
0.00600000000000001	-0.193	-0.001	-0.041	-0.349	-0.00600000000000001	-0.177	-0.00099999999999989	-0.036	-0.332	0.193	0.177	0.19	0.192	-0.136	0.001	0.00099999999999989	-0.19	-0.03	-0.381	0.041	0.036	-0.192	0.03	-0.304	0.349	0.332	0.136	0.381	0.304	P11531	P11531	Dmd	1	142	78	75	P11531|A2A9Z2|A2A9Z1	MOUSE	427934.9	23.6	63	63.1	896.95	868.31		3678	Dystrophin	nucleus|cytoskeleton|plasma membrane|cell surface|dystrophin-associated glycoprotein complex|Z disc|cell-substrate junction|filopodium|filopodium membrane|sarcolemma|costamere|protein complex|neuron projection terminus|membrane raft|synapse|postsynaptic membrane|	positive regulation of cell-matrix adhesion|regulation of heart rate|regulation of transcription, DNA-templated|muscle organ development|skeletal muscle tissue development|establishment of blood-nerve barrier|regulation of gene expression|regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum|regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion|positive regulation of neuron projection development|regulation of skeletal muscle contraction by regulation of release of sequestered calcium ion|regulation of skeletal muscle contraction|myotube cell development|muscle attachment|olfactory nerve structural organization|negative regulation of peptidyl-serine phosphorylation|cellular protein localization|response to muscle stretch|regulation of membrane potential|peptide biosynthetic process|cellular protein complex assembly|neurotransmitter receptor metabolic process|positive regulation of neuron differentiation|muscle cell cellular homeostasis|muscle fiber development|nucleus localization|cardiac muscle contraction|regulation of ryanodine-sensitive calcium-release channel activity|establishment of glial blood-brain barrier|negative regulation of ERK1 and ERK2 cascade|cardiac muscle cell action potential|regulation of cellular response to growth factor stimulus|regulation of voltage-gated calcium channel activity|negative regulation of peptidyl-cysteine S-nitrosylation|positive regulation of sodium ion transmembrane transporter activity|	dystroglycan binding|actin binding|structural constituent of cytoskeleton|protein binding|zinc ion binding|structural constituent of muscle|myosin binding|vinculin binding|nitric-oxide synthase binding|	78	142	8.35e+10	23.6%
-0.306	-0.157	-0.013	0.048	0.069	0.306	0.181	0.31	0.304	0.289	0.157	-0.181	0.114	0.158	0.143	0.013	-0.31	-0.114	0.013	0.034	-0.048	-0.304	-0.158	-0.013	0.047	-0.069	-0.289	-0.143	-0.034	-0.047	E9Q6R7	E9Q6R7	Utrn	1	38	43	29	E9Q6R7|A0A1W2P7C0	MOUSE	394866.7	16	63	63.2	559.28	388.31		3430	Utrophin	nucleoplasm|cytoplasm|plasma membrane|dystrophin-associated glycoprotein complex|filopodium|filopodium membrane|neuromuscular junction|sarcolemma|protein complex|synapse|extracellular exosome|contractile ring|	positive regulation of cell-matrix adhesion|adult somatic muscle development|	actin binding|integrin binding|protein binding|zinc ion binding|vinculin binding|protein kinase binding|	29	38	2.06e+09	11.0%
0.274	0.116	-0.063	-0.017	-0.348	-0.274	-0.174	-0.311	-0.332	-0.53	-0.116	0.174	-0.135	-0.123	-0.357	0.063	0.311	0.135	0.075	-0.294	0.017	0.332	0.123	-0.075	-0.31	0.348	0.53	0.357	0.294	0.31	Q05AA6	Q05AA6	Drp2	1	6	6	5	B1AV35|Q05AA6	MOUSE	109303.4	8.4	63	63.4	73.17	57.79		957	Dystrophin-related protein 2	cytoplasm|cytoskeleton|plasma membrane|	central nervous system development|	protein binding|zinc ion binding|	5	6	77900000	7.5%
-0.151	0.00800000000000001	0.151	0.265	0.031	0.151	0.186	0.383	0.429	0.199	-0.00800000000000001	-0.186	0.184	0.269	0.0519999999999999	-0.151	-0.383	-0.184	0.084	-0.184	-0.265	-0.429	-0.269	-0.084	-0.209	-0.031	-0.199	-0.0519999999999999	0.184	0.209	Q7TQG1	Q7TQG1	Plekha6	1	194	72	72	Q7TQG1|A0A087WRB7|E9PX43	MOUSE	131767.2	55.6	64	64.1	868.11	868.11		1173	Pleckstrin homology domain-containing family A member 6				72	194	6.99e+10	55.6%
0.216	0.0619999999999999	-0.033	-0.206	-0.091	-0.216	-0.134	-0.247	-0.404	-0.276	-0.0619999999999999	0.134	-0.051	-0.233	-0.125	0.033	0.247	0.051	-0.157	-0.064	0.206	0.404	0.233	0.157	0.104	0.091	0.276	0.125	0.064	-0.104	Q99NE5	Q99NE5	Rims1	1	208	61	17	Q99NE5|Q99NE5-3|Q99NE5-4|Q99NE5-5|Q99NE5-6|F6VBR4|F6VBT9|F6VBV0|F6Y0S3|F6TZK4|Q7TPL9	MOUSE	164413.6	47.8	65	65.1	855.25	242.07		1463	Regulating synaptic membrane exocytosis protein 1	intracellular|plasma membrane|postsynaptic density|cell junction|vesicle|presynaptic membrane|synapse|presynaptic active zone|	protein complex assembly|intracellular protein transport|exocytosis|positive regulation of gene expression|regulation of membrane potential|regulation of long-term neuronal synaptic plasticity|calcium ion-dependent exocytosis of neurotransmitter|spontaneous neurotransmitter secretion|positive regulation of inhibitory postsynaptic membrane potential|positive regulation of dendrite extension|positive regulation of excitatory postsynaptic membrane potential|	protein binding|Rab GTPase binding|ion channel binding|poly(A) RNA binding|metal ion binding|	61	208	6.37e+10	47.8%
0.13	-0.02	-0.121	-0.207	-0.11	-0.13	-0.094	-0.284	-0.39	-0.252	0.02	0.094	-0.138	-0.217	-0.159	0.121	0.284	0.138	-0.118	0.055	0.207	0.39	0.217	0.118	0.15	0.11	0.252	0.159	-0.055	-0.15	Q99NE5-7	Q99NE5-7	Rims1	1	15	51	5	Q99NE5-7|Q99NE5-2|A0A1W2P6S9	MOUSE	133847.5	49.1	65	65.2	679.42	62.77		1463	Isoform 7 of Regulating synaptic membrane exocytosis protein 1	intracellular|plasma membrane|postsynaptic density|cell junction|vesicle|presynaptic membrane|synapse|presynaptic active zone|	protein complex assembly|intracellular protein transport|exocytosis|positive regulation of gene expression|regulation of membrane potential|regulation of long-term neuronal synaptic plasticity|calcium ion-dependent exocytosis of neurotransmitter|spontaneous neurotransmitter secretion|positive regulation of inhibitory postsynaptic membrane potential|positive regulation of dendrite extension|positive regulation of excitatory postsynaptic membrane potential|	protein binding|Rab GTPase binding|ion channel binding|poly(A) RNA binding|metal ion binding|	5	15	8.25e+09	4.9%
0.0600000000000001	0.142	0.013	-0.044	0.045	-0.0600000000000001	0.093	-0.0349999999999999	-0.0589999999999999	-0.053	-0.142	-0.093	-0.106	-0.134	-0.15	-0.013	0.0349999999999999	0.106	-0.047	-0.005	0.044	0.0589999999999999	0.134	0.047	0.018	-0.045	0.053	0.15	0.005	-0.018	D9HP81	D9HP81	Rims2	1	54	29	26	D9HP81|Q9EQZ7|Q9EQZ7-3|Q9EQZ7-2	MOUSE	178588.5	22.3	65	65.3	317.02	294.15		1572	Regulating synaptic membrane exocytosis 2	intracellular|presynaptic active zone|extracellular exosome|	intracellular protein transport|calcium ion-dependent exocytosis|regulation of exocytosis|cAMP-mediated signaling|insulin secretion|regulation of membrane potential|calcium ion-dependent exocytosis of neurotransmitter|positive regulation of dendrite extension|	protein binding|Rab GTPase binding|ion channel binding|metal ion binding|	26	54	4.24e+09	20.2%
0.167	0.137	0.163	0.071	-0.164	-0.167	0.102	0.107	0.022	-0.318	-0.137	-0.102	-0.038	-0.0910000000000001	-0.375	-0.163	-0.107	0.038	-0.068	-0.391	-0.071	-0.022	0.0910000000000001	0.068	-0.265	0.164	0.318	0.375	0.391	0.265	Q80U57	Q80U57	Rims3	1	20	12	11	Q80U57	MOUSE	32873.7	54.7	65	65.4	150.21	130.81		307	Regulating synaptic membrane exocytosis protein 3	cell|cell junction|synapse|	neurotransmitter transport|calcium ion-dependent exocytosis|regulation of membrane potential|activation of mitophagy in response to mitochondrial depolarization|regulation of synaptic vesicle exocytosis|	ion channel binding|	11	20	2.01e+10	50.8%
0.0129999999999999	-0.0800000000000001	0.138	0.223	-0.064	-0.0129999999999999	-0.064	0.117	0.196	-0.043	0.0800000000000001	0.064	0.228	0.308	0.0499999999999999	-0.138	-0.117	-0.228	0.103	-0.207	-0.223	-0.196	-0.308	-0.103	-0.265	0.064	0.043	-0.0499999999999999	0.207	0.265	E9Q6H8	E9Q6H8	Plekha5	1	170	65	65	E9Q6H8|A0A0N4SW19|A0A0N4SUV0|A0A0N4SWC0	MOUSE	145547.1	54.7	66	66.1	853.5	853.5		1269	Pleckstrin homology domain-containing, family A member 5	cytosol|membrane|	reproductive system development|	phosphatidylinositol-5-phosphate binding|phosphatidylinositol-3-phosphate binding|phosphatidylinositol-4-phosphate binding|phosphatidylinositol-3,5-bisphosphate binding|	65	170	6.58e+10	54.7%
-0.085	0.0999999999999999	0.058	0.124	0.222	0.085	0.17	0.135	0.195	0.283	-0.0999999999999999	-0.17	-0.037	0.0329999999999999	0.122	-0.058	-0.135	0.037	0.046	0.143	-0.124	-0.195	-0.0329999999999999	-0.046	0.107	-0.222	-0.283	-0.122	-0.143	-0.107	Q6ZQ38	Q6ZQ38	Cand1	1	170	63	63	Q6ZQ38	MOUSE	138040.8	49.3	67	67.1	851.16	851.16		1230	Cullin-associated NEDD8-dissociated protein 1	ubiquitin ligase complex|nucleus|nucleoplasm|cytoplasm|membrane|cullin-RING ubiquitin ligase complex|extracellular exosome|	SCF complex assembly|protein ubiquitination|cell differentiation|negative regulation of catalytic activity|positive regulation of transcription, DNA-templated|positive regulation of RNA polymerase II transcriptional preinitiation complex assembly|	protein binding|TBP-class protein binding|	63	170	6.19e+10	49.3%
-0.134	-0.043	0.128	0.195	0.044	0.134	0.092	0.291	0.327	0.184	0.043	-0.092	0.194	0.277	0.134	-0.128	-0.291	-0.194	0.046	-0.101	-0.195	-0.327	-0.277	-0.046	-0.166	-0.044	-0.184	-0.134	0.101	0.166	A2AJA9	A2AJA9	Gm996	1	245	58	58	A2AJA9|A2AJA9-2	MOUSE	108439.1	64.3	68	68.1	847.02	847.02		974	Uncharacterized protein C9orf172 homolog				58	245	2.05e+11	64.3%
0.222	-0.012	0.226	-0.249	-0.47	-0.222	-0.218	0.04	-0.481	-0.623	0.012	0.218	0.266	-0.257	-0.435	-0.226	-0.04	-0.266	-0.486	-0.724	0.249	0.481	0.257	0.486	-0.171	0.47	0.623	0.435	0.724	0.171	P63318	P63318	Prkcg	1	269	57	54	P63318|Q2NKI4	MOUSE	79611.4	67	69	69.1	839.17	787.97		697	Protein kinase C gamma type	nucleus|cytoplasm|cytosol|plasma membrane|cell-cell junction|dendrite|perinuclear region of cytoplasm|synaptic membrane|neuronal postsynaptic density|	synaptic transmission|learning or memory|chemosensory behavior|phosphorylation|negative regulation of protein ubiquitination|regulation of response to food|positive regulation of mismatch repair|intracellular signal transduction|negative regulation of protein catabolic process|regulation of circadian rhythm|response to morphine|negative regulation of neuron apoptotic process|protein autophosphorylation|response to pain|rhythmic process|regulation of phagocytosis|innervation|negative regulation of proteasomal protein catabolic process|	protein kinase activity|calcium-dependent protein kinase C activity|protein serine/threonine/tyrosine kinase activity|protein binding|ATP binding|zinc ion binding|	57	269	3.15e+11	67.0%
0.493	0.0409999999999999	0.265	-0.19	-0.431	-0.493	-0.494	-0.298	-0.626	-0.98	-0.0409999999999999	0.494	0.232	-0.273	-0.414	-0.265	0.298	-0.232	-0.502	-0.707	0.19	0.626	0.273	0.502	-0.201	0.431	0.98	0.414	0.707	0.201	P68404-2	P68404-2	Prkcb	1	19	42	3	P68404-2	MOUSE	78090.7	61.6	69	69.2	587.83	47.52		671	Isoform Beta-II of Protein kinase C beta type	nucleus|cytoplasm|plasma membrane|membrane|extracellular exosome|	response to hypoxia|transcription, DNA-templated|regulation of transcription from RNA polymerase II promoter|protein phosphorylation|calcium ion transport|cellular calcium ion homeostasis|apoptotic process|negative regulation of glucose transport|positive regulation of vascular endothelial growth factor receptor signaling pathway|histone H3-T6 phosphorylation|intracellular signal transduction|B cell activation|positive regulation of I-kappaB kinase/NF-kappaB signaling|positive regulation of angiogenesis|negative regulation of insulin receptor signaling pathway|B cell receptor signaling pathway|positive regulation of B cell receptor signaling pathway|positive regulation of NF-kappaB transcription factor activity|cellular response to carbohydrate stimulus|response to hypoxia|	chromatin binding|protein serine/threonine kinase activity|protein kinase C activity|protein kinase C binding|calcium channel regulator activity|protein binding|ATP binding|zinc ion binding|ligand-dependent nuclear receptor transcription coactivator activity|histone kinase activity (H3-T6 specific)|histone binding|androgen receptor binding|	3	19	1.08e+10	5.0%
