id,adj.P.Val.xBirA.over.NoBirA,AveExpr.xBirA.over.NoBirA,Log.P.Value.xBirA.over.NoBirA,logFC.xBirA.over.NoBirA,P.Value.xBirA.over.NoBirA,t.xBirA.over.NoBirA,Brain_Searched..127.126.127.128.129.130.131..No_BirA_6.multimedian,Brain_Searched..128.126.127.128.129.130.131..No_BirA_5.multimedian,Brain_Searched..131.126.127.128.129.130.131..No_BirA_4.multimedian,Brain_Searched..126.126.127.128.129.130.131..XBirA_2.multimedian,Brain_Searched..129.126.127.128.129.130.131..XBirA_3.multimedian,Brain_Searched..130.126.127.128.129.130.131..XBirA_1.multimedian,id.query,id.mapped,id.concat,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Brain_Searched.unique_peptides,Brain_Searched.numSpectra,Brain_Searched.totalIntensity,Brain_Searched.pct_cov
Q9JI91,0.553123362,0.1475,6.160400009,-0.197,0.242080607,-1.267808611,0.341,0.308,0.089,0.234,0.206,-0.293,Q9JI91,Actn2,Q9JI91_Actn2,Q9JI91,Actn2,1,66,52,33,Q9JI91|O88990,MOUSE,104402.4,56.7,39,39.4,694.18,415.04,,894,Alpha-actinin-2,striated muscle thin filament|focal adhesion|sarcomere|Z disc|filopodium|cortical actin cytoskeleton|extracellular exosome|plasma membrane|,muscle contraction|microspike assembly|regulation of membrane potential|negative regulation of potassium ion transport|positive regulation of potassium ion transport|sarcomere organization|focal adhesion assembly|protein homotetramerization|actin filament uncapping|cardiac muscle cell development|phospholipase C-activating angiotensin-activated signaling pathway|establishment of protein localization to plasma membrane|negative regulation of potassium ion transmembrane transporter activity|positive regulation of potassium ion transmembrane transporter activity|regulation of nucleic acid-templated transcription|negative regulation of protein localization to cell surface|positive regulation of receptor activity|positive regulation of endocytic recycling|positive regulation of cation channel activity|,"calcium ion binding|protein binding|phosphatidylinositol-4,5-bisphosphate binding|cytoskeletal protein binding|protein domain specific binding|LIM domain binding|ligand-dependent nuclear receptor transcription coactivator activity|thyroid hormone receptor coactivator activity|protein binding, bridging|titin binding|identical protein binding|protein homodimerization activity|ion channel binding|protein dimerization activity|actin filament binding|FATZ binding|titin Z domain binding|",33,66,9660000000,40.6%
Q91XM9-2,0.824622589,0.016166667,2.260729725,-0.142333333,0.594192311,-0.556383366,-0.359,0.04,0.581,0.032,-0.428,0.231,Q91XM9,Dlg2,Q91XM9-2_Dlg2,Q91XM9-2,Dlg2,1,283,69,56,Q91XM9-2|Q91XM9|Q91XM9-7|E9Q2L2|Q91XM9-6|Q91XM9-4|Q91XM9-3|Q91XM9-8|D3YUZ8|D3YWU0|Q91XM9-5,MOUSE,96099.8,69.7,40,40.1,1084.65,913.24,,852,Isoform 2 of Disks large homolog 2,cell junction|juxtaparanode region of axon|postsynaptic membrane|neuronal postsynaptic density|basolateral plasma membrane|voltage-gated potassium channel complex|ionotropic glutamate receptor complex|,synaptic transmission|nervous system development|negative regulation of phosphatase activity|sensory perception of pain|receptor clustering|nucleotide phosphorylation|receptor localization to synapse|establishment or maintenance of epithelial cell apical/basal polarity|,guanylate kinase activity|protein binding|kinase binding|ionotropic glutamate receptor binding|,70,283,2.51E+11,69.7%
Q62108,0.932452452,-0.020166667,0.823999951,-0.061,0.827179961,-0.226096161,-0.491,0.014,0.508,0.066,-0.453,0.235,Q62108,Dlg4,Q62108_Dlg4,Q62108,Dlg4,1,267,59,54,Q62108|Q62108-3|Q62108-2,MOUSE,80813.2,67.1,40,40.2,937.09,868.56,,724,Disks large homolog 4,cytoplasm|endoplasmic reticulum|cytosol|plasma membrane|synaptic vesicle|postsynaptic density|membrane|cell junction|dendrite|cortical cytoskeleton|extrinsic component of cytoplasmic side of plasma membrane|alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid selective glutamate receptor complex|dendrite cytoplasm|dendritic spine|juxtaparanode region of axon|cerebellar mossy fiber|neuron projection terminus|neuron spine|synapse|postsynaptic membrane|excitatory synapse|synaptic membrane|neuronal postsynaptic density|basolateral plasma membrane|voltage-gated potassium channel complex|ionotropic glutamate receptor complex|postsynaptic membrane|,negative regulation of receptor internalization|protein complex assembly|signal transduction|positive regulation of cytosolic calcium ion concentration|synaptic transmission|nervous system development|locomotory behavior|synaptic vesicle maturation|social behavior|protein localization to synapse|locomotory exploration behavior|response to cocaine|establishment of protein localization|nucleotide phosphorylation|regulation of neuronal synaptic plasticity|regulation of long-term neuronal synaptic plasticity|positive regulation of synaptic transmission|neuromuscular process controlling balance|dendritic spine morphogenesis|vocalization behavior|alpha-amino-3-hydroxy-5-methyl-4-isoxazole propionate selective glutamate receptor clustering|receptor localization to synapse|regulation of N-methyl-D-aspartate selective glutamate receptor activity|positive regulation of excitatory postsynaptic membrane potential|regulation of grooming behavior|establishment or maintenance of epithelial cell apical/basal polarity|,guanylate kinase activity|structural molecule activity|protein binding|protein C-terminus binding|kinase binding|protein phosphatase binding|PDZ domain binding|beta-1 adrenergic receptor binding|D1 dopamine receptor binding|P2Y1 nucleotide receptor binding|protein complex binding|acetylcholine receptor binding|ionotropic glutamate receptor binding|neurexin family protein binding|neuroligin family protein binding|scaffold protein binding|,54,267,2.78E+11,62.7%
A2BEE9,0.999710692,-0.061166667,0.005052524,-0.000333333,0.99883729,-0.001506609,-0.465,-0.107,0.389,0.077,-0.345,0.084,A2BEE9,Dlg3,A2BEE9_Dlg3,A2BEE9,Dlg3,1,142,52,47,A2BEE9|Q52KF7|P70175|A2BEF2,MOUSE,92683.9,63.9,40,40.3,689.58,620.36,,835,Disks large homolog 3,extracellular space|cytoplasm|plasma membrane|cell-cell junction|bicellular tight junction|postsynaptic density|basolateral plasma membrane|alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid selective glutamate receptor complex|postsynaptic membrane|,establishment of planar polarity|synaptic transmission|nervous system development|negative regulation of phosphatase activity|receptor clustering|establishment or maintenance of epithelial cell apical/basal polarity|nucleotide phosphorylation|receptor localization to synapse|,guanylate kinase activity|protein binding|kinase binding|phosphatase binding|ubiquitin protein ligase binding|ionotropic glutamate receptor binding|,47,142,94900000000,62.2%
E9Q9H0,0.959795781,0.014166667,0.484050183,0.011666667,0.894530147,0.137047605,0.014,0.057,-0.046,0,0.112,-0.052,E9Q9H0,Dlg1,E9Q9H0_Dlg1,E9Q9H0,Dlg1,1,4,39,2,E9Q9H0|Q811D0|H7BWY4|Q811D0-3|Q811D0-2|S4R2T8,MOUSE,101279.9,43,40,40.4,530.23,18.01,,912,Disks large homolog 1,immunological synapse|basal lamina|nucleus|cytoplasm|endoplasmic reticulum|Golgi apparatus|microtubule|plasma membrane|cell-cell junction|bicellular tight junction|cytoplasmic side of plasma membrane|postsynaptic density|basolateral plasma membrane|lateral plasma membrane|cell junction|cell projection membrane|neuromuscular junction|membrane raft|synapse|postsynaptic membrane|perinuclear region of cytoplasm|extracellular exosome|MPP7-DLG1-LIN7 complex|ionotropic glutamate receptor complex|,ureteric bud development|branching involved in ureteric bud morphogenesis|immunological synapse formation|endothelial cell proliferation|lens development in camera-type eye|T cell cytokine production|actin filament organization|synaptic transmission|nervous system development|protein localization|positive regulation of cell proliferation|single organismal cell-cell adhesion|peristalsis|positive regulation of actin filament polymerization|cortical actin cytoskeleton organization|membrane raft organization|regulation of myelination|activation of protein kinase activity|T cell activation|negative regulation of T cell proliferation|regulation of membrane potential|amyloid precursor protein metabolic process|receptor clustering|positive regulation of potassium ion transport|establishment or maintenance of epithelial cell apical/basal polarity|negative regulation of mitotic cell cycle|nucleotide phosphorylation|reproductive structure development|embryonic skeletal system morphogenesis|tissue morphogenesis|smooth muscle tissue development|negative regulation of epithelial cell proliferation|negative regulation of protein kinase B signaling|hard palate development|bicellular tight junction assembly|protein localization to plasma membrane|positive regulation of establishment of protein localization to plasma membrane|receptor localization to synapse|,guanylate kinase activity|protein binding|protein C-terminus binding|potassium channel regulator activity|kinase binding|protein kinase binding|phosphatase binding|mitogen-activated protein kinase kinase binding|protein complex scaffold|ionotropic glutamate receptor binding|ion channel binding|L27 domain binding|,2,4,122000000,4.9%
Q8C0T5,0.295543405,-0.004666667,11.15354208,-0.254,0.076673589,-2.045130271,-0.144,0.265,0.246,-0.154,-0.066,-0.175,Q8C0T5,Sipa1l1,Q8C0T5_Sipa1l1,Q8C0T5,Sipa1l1,1,230,82,82,Q8C0T5|Q8C0T5-2|Q4VBF8,MOUSE,198225.7,54,41,41.1,1081.02,1081.02,,1782,Signal-induced proliferation-associated 1-like protein 1,cytoplasm|cytoskeleton|postsynaptic density|cell junction|dendritic spine|postsynaptic membrane|,actin cytoskeleton reorganization|regulation of GTPase activity|ephrin receptor signaling pathway|regulation of synaptic plasticity|regulation of axonogenesis|regulation of small GTPase mediated signal transduction|regulation of dendritic spine morphogenesis|activation of GTPase activity|,GTPase activator activity|ephrin receptor binding|,82,230,56900000000,54.0%
E9Q3M3,0.724508238,0.061333333,3.568160034,0.212,0.439727875,0.81595384,0.57,-0.205,-0.499,0.121,0.395,-0.014,E9Q3M3,Dctn1,E9Q3M3_Dctn1,E9Q3M3,Dctn1,1,240,75,75,E9Q3M3|O08788|E9Q586|O08788-2|D3YX34,MOUSE,140443.8,59.6,42,42.1,1075.8,1075.8,,1264,Dynactin subunit 1,kinetochore|spindle pole|centrosome|dynactin complex|microtubule|membrane|cell leading edge|protein complex|retromer complex|,"microtubule-based transport|melanosome transport|retrograde transport, endosome to Golgi|",protein binding|dynein binding|,75,240,80200000000,59.6%
Q9JKR6,1.31295E-05,-0.248833333,69.10773655,2.147,1.22808E-07,18.54924054,-1.434,-1.275,-1.258,0.983,0.616,0.875,Q9JKR6,Hyou1,Q9JKR6_Hyou1,Q9JKR6,Hyou1,1,309,70,70,Q9JKR6|E0CYZ2,MOUSE,111407.3,63.9,43,43.1,1075.73,1075.73,,999,Hypoxia up-regulated protein 1,extracellular region|endoplasmic reticulum lumen|focal adhesion|membrane|endoplasmic reticulum chaperone complex|extracellular exosome|,response to ischemia|response to endoplasmic reticulum stress|negative regulation of apoptotic process|cellular response to hypoxia|negative regulation of hypoxia-induced intrinsic apoptotic signaling pathway|negative regulation of endoplasmic reticulum stress-induced neuron intrinsic apoptotic signaling pathway|,ATP binding|,70,309,2.98E+11,63.9%
Q3UHT7,0.728149285,-0.139333333,3.48839401,0.150666667,0.447878896,0.800888377,-0.598,-0.182,0.136,-0.254,-0.044,0.106,Q3UHT7,Erc2,Q3UHT7_Erc2,Q3UHT7,Erc2,1,271,77,3,Q3UHT7|Q6PH08-4|A0A1B0GSU7|A0A1B0GSQ8,MOUSE,113226.7,53,44,44.1,1049.72,50.64,,977,ERC protein 2,,,,77,271,1.37E+11,53.0%
Q6PH08,0.778885694,-0.038,2.889201644,-0.059333333,0.514138156,-0.684021589,0.005,-0.117,0.087,-0.076,-0.037,-0.09,Q6PH08,Erc2,Q6PH08_Erc2,Q6PH08,Erc2,1,3,76,2,Q6PH08|Q6PH08-3|Q6PH08-2,MOUSE,110808,53.7,44,44.2,1021.5,22.42,,957,ERC protein 2,cytoplasm|cytoskeleton|cell junction|growth cone|presynaptic membrane|synapse|presynaptic active zone|,,protein binding|,2,3,361000000,3.1%
F8VPM7,0.647214688,0.149333333,4.801042161,0.166666667,0.331051671,1.037776948,0.412,-0.132,-0.082,0.304,0.049,0.345,F8VPM7,Erc1,F8VPM7_Erc1,F8VPM7,Erc1,1,18,26,11,F8VPM7|Q99MI1|V9GXH3|Q99MI1-2|V9GWT6|V9GXP8|V9GXF0|Q99MI1-4|V9GX53,MOUSE,128556.6,21.7,44,44.3,317.67,124.58,,1120,ELKS/Rab6-interacting/CAST family member 1,cytoplasm|IkappaB kinase complex|synapse|presynaptic active zone|,"I-kappaB phosphorylation|retrograde transport, endosome to Golgi|",protein binding|Rab GTPase binding|,11,18,880000000,12.9%
P58281-2,0.89705336,0.030666667,1.253226206,-0.028666667,0.749337349,-0.331259341,0.11,0.092,-0.067,0.017,0.056,-0.024,P58281,Opa1,P58281-2_Opa1,P58281-2,Opa1,1,214,69,69,P58281-2|P58281|H7BX01|E0CXD1,MOUSE,116104.3,61.9,45,45.1,1048.8,1048.8,,960,"Isoform 2 of Dynamin-like 120 kDa protein, mitochondrial",nucleoplasm|cytoplasm|mitochondrion|mitochondrial outer membrane|mitochondrial inner membrane|mitochondrial intermembrane space|membrane|integral component of membrane|mitochondrial crista|dendrite|,mitochondrial genome maintenance|neural tube closure|apoptotic process|mitochondrion organization|inner mitochondrial membrane organization|visual perception|mitochondrial fusion|metabolic process|negative regulation of release of cytochrome c from mitochondria|cellular senescence|negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway|negative regulation of intrinsic apoptotic signaling pathway|,GTPase activity|protein binding|GTP binding|,69,214,1.15E+11,61.9%
Q5SXR6,0.666397545,0.150333333,4.407025923,-0.222,0.36249115,-0.969704316,0.754,0.189,-0.159,-0.219,0.132,0.205,Q5SXR6,NotFound,Q5SXR6_NotFound,Q5SXR6,Cltc,1,216,70,70,Q5SXR6|Q68FD5,MOUSE,193751.2,51.9,46,46.1,1048.53,1048.53,,1679,Clathrin heavy chain,cytoplasm|mitochondrion|spindle|focal adhesion|membrane|membrane coat|clathrin coat of trans-Golgi network vesicle|clathrin coat of coated pit|clathrin-coated vesicle|Myb complex|intracellular membrane-bounded organelle|protein complex|extracellular exosome|clathrin complex|extracellular vesicle|,osteoblast differentiation|intracellular protein transport|receptor-mediated endocytosis|mitotic nuclear division|receptor internalization|transferrin transport|mitotic spindle assembly|negative regulation of hyaluronan biosynthetic process|negative regulation of protein localization to plasma membrane|,double-stranded RNA binding|structural molecule activity|protein binding|clathrin light chain binding|poly(A) RNA binding|,70,216,1.09E+11,51.9%
A0A1D5RM83,0.658654576,-0.008166667,4.529305938,-0.094333333,0.352427189,-0.990030488,-0.037,0.012,0.142,0.006,-0.18,0.008,A0A1D5RM83,Iqsec1,A0A1D5RM83_Iqsec1,A0A1D5RM83,Iqsec1,1,294,73,7,A0A1D5RM83|Q8R0S2|Q8R0S2-2,MOUSE,118782.8,63.4,47,47.1,1044.94,93.58,,1051,IQ motif and SEC7 domain-containing protein 1,,,,73,294,2.72E+11,63.4%
E9QAD8,0.923908995,-0.015,0.915639649,-0.054666667,0.809908646,-0.249201652,-0.359,-0.039,0.435,0.032,-0.355,0.196,E9QAD8,Iqsec2,E9QAD8_Iqsec2,E9QAD8,Iqsec2,1,222,70,62,E9QAD8|D3Z5I6|A4GZ26|Q5DU25|D3Z6V7,MOUSE,163743.7,46.8,47,47.2,985.08,880.43,,1488,IQ motif and SEC7 domain-containing protein 2,trans-Golgi network|,actin cytoskeleton organization|regulation of ARF protein signal transduction|positive regulation of GTPase activity|vesicle-mediated transport|,ARF guanyl-nucleotide exchange factor activity|,62,222,92700000000,42.7%
E9PUA3,0.792991699,0.041166667,2.684038405,-0.132333333,0.539009177,-0.643675742,0.024,-0.037,0.335,0.261,-0.493,0.157,E9PUA3,Iqsec1,E9PUA3_Iqsec1,E9PUA3,Iqsec1,1,6,68,2,E9PUA3,MOUSE,123508.8,54.5,47,47.3,977.64,26.28,,1099,IQ motif and SEC7 domain-containing protein 1,membrane|trans-Golgi network|,actin cytoskeleton organization|regulation of ARF protein signal transduction|positive regulation of GTPase activity|vesicle-mediated transport|,ARF guanyl-nucleotide exchange factor activity|,2,6,4510000000,3.0%
Q3TES0,0.814588471,-0.054166667,2.396841913,-0.080333333,0.575858536,-0.584261717,-0.28,-0.024,0.262,-0.044,-0.154,-0.085,Q3TES0,Iqsec3,Q3TES0_Iqsec3,Q3TES0,Iqsec3,1,86,37,32,Q3TES0|A0A0N4SWH8,MOUSE,130600.2,36.4,47,47.4,513.11,459.04,,1195,IQ motif and SEC7 domain-containing protein 3,postsynaptic membrane|inhibitory synapse|trans-Golgi network|,actin cytoskeleton organization|regulation of ARF protein signal transduction|positive regulation of GTPase activity|vesicle-mediated transport|,ARF guanyl-nucleotide exchange factor activity|protein binding|,32,86,18200000000,33.6%
E9QAU4,0.364599632,-0.027833333,9.547081068,-0.178333333,0.110992055,-1.801557134,-0.101,0.077,0.208,-0.122,-0.098,-0.131,E9QAU4,Etl4,E9QAU4_Etl4,E9QAU4,Etl4,1,245,76,8,E9QAU4|A2AQ25|A2AQ25-3|A2AQ25-4|A2AQ25-2|A2AQ25-8|A2AQ25-5|A2AQ25-6|A2AQ25-9|Q8BHR1|A2AQ25-7,MOUSE,219526.3,38.8,48,48.1,1027.96,81.88,,1997,Enhancer trap locus 4,,embryonic skeletal system development|,,77,245,1.44E+11,38.8%
Q6P5E4,1.05732E-05,-0.236333333,72.177555,1.824666667,6.05682E-08,20.37847724,-1.228,-1.131,-1.087,0.743,0.568,0.717,Q6P5E4,Uggt1,Q6P5E4_Uggt1,Q6P5E4,Uggt1,1,211,71,71,Q6P5E4|G3UZU8,MOUSE,177115,49.5,49,49.1,1024.32,1024.32,,1551,UDP-glucose:glycoprotein glucosyltransferase 1,endoplasmic reticulum|endoplasmic reticulum lumen|endoplasmic reticulum-Golgi intermediate compartment|extracellular exosome|,protein glycosylation|UDP-glucosylation|,UDP-glucose:glycoprotein glucosyltransferase activity|protein binding|unfolded protein binding|,71,211,75900000000,49.5%
Q6PIE5,0.886059653,0.122,1.433296826,0.070666667,0.718903036,0.373826444,0.522,0.029,-0.291,0.187,0.101,0.184,Q6PIE5,Atp1a2,Q6PIE5_Atp1a2,Q6PIE5,Atp1a2,1,379,67,46,Q6PIE5|D3YYN7|E9QNX7|Q64436|Q91WH7|Q9Z1W8,MOUSE,113527.6,57.9,50,50.1,1020.12,662.67,,1020,Sodium/potassium-transporting ATPase subunit alpha-2,cytoplasm|endosome|cytosol|plasma membrane|sodium:potassium-exchanging ATPase complex|caveola|intercalated disc|T-tubule|sarcolemma|dendritic spine|myelin sheath|synapse|extracellular vesicle|,neurotransmitter uptake|regulation of the force of heart contraction|regulation of respiratory gaseous exchange by neurological system process|cellular sodium ion homeostasis|regulation of muscle contraction|regulation of smooth muscle contraction|regulation of striated muscle contraction|metabolic process|regulation of blood pressure|adult locomotory behavior|visual learning|potassium ion import|ATP hydrolysis coupled proton transport|regulation of vasoconstriction|cellular potassium ion homeostasis|response to nicotine|sodium ion export from cell|locomotion|negative regulation of heart contraction|negative regulation of striated muscle contraction|negative regulation of cytosolic calcium ion concentration|cellular response to mechanical stimulus|cellular response to steroid hormone stimulus|regulation of cardiac muscle cell contraction|negative regulation of calcium:sodium antiporter activity|response to glycoside|,sodium:potassium-exchanging ATPase activity|protein binding|ATP binding|metal ion binding|chaperone binding|steroid hormone binding|,70,379,6.89E+11,57.9%
Q6PIC6,0.804267393,0.192333333,2.530089569,0.118,0.558458677,0.612338415,0.548,0.029,-0.177,0.346,0.026,0.382,Q6PIC6,Atp1a3,Q6PIC6_Atp1a3,Q6PIC6,Atp1a3,1,196,63,39,A0A0G2JGX4|Q6PIC6|Q8VCE0|Q9WV27,MOUSE,113115.9,54.8,50,50.2,975.47,599.4,,1013,Sodium/potassium-transporting ATPase subunit alpha-3,nucleus|cytoplasm|endoplasmic reticulum|Golgi apparatus|plasma membrane|sodium:potassium-exchanging ATPase complex|sarcolemma|myelin sheath|synapse|extracellular vesicle|,cellular sodium ion homeostasis|memory|metabolic process|adult locomotory behavior|visual learning|potassium ion import|cellular potassium ion homeostasis|ionotropic glutamate receptor signaling pathway|sodium ion export from cell|response to drug|cardiac muscle contraction|regulation of cardiac muscle cell membrane potential|,sodium:potassium-exchanging ATPase activity|ATP binding|heparan sulfate proteoglycan binding|metal ion binding|chaperone binding|sodium:potassium-exchanging ATPase activity involved in regulation of cardiac muscle cell membrane potential|,39,196,2E+11,34.3%
Q8VDN2,0.503390237,0.204166667,6.930603725,0.296333333,0.202740087,1.396004617,0.498,-0.049,-0.281,0.4,0.082,0.575,Q8VDN2,Atp1a1,Q8VDN2_Atp1a1,Q8VDN2,Atp1a1,1,134,48,25,Q8VDN2,MOUSE,114292.4,45.6,50,50.3,753.38,395.35,,1023,Sodium/potassium-transporting ATPase subunit alpha-1,endosome|endoplasmic reticulum|Golgi apparatus|plasma membrane|sodium:potassium-exchanging ATPase complex|caveola|intercalated disc|membrane|integral component of membrane|basolateral plasma membrane|apical plasma membrane|T-tubule|sarcolemma|melanosome|myelin sheath|protein complex|extracellular exosome|neuronal postsynaptic density|extracellular vesicle|,regulation of the force of heart contraction|regulation of sodium ion transport|cellular sodium ion homeostasis|regulation of blood pressure|potassium ion import|dephosphorylation|cellular potassium ion homeostasis|negative regulation of glucocorticoid biosynthetic process|sodium ion export from cell|response to drug|negative regulation of heart contraction|positive regulation of heart contraction|positive regulation of striated muscle contraction|membrane hyperpolarization|cellular response to mechanical stimulus|cellular response to steroid hormone stimulus|regulation of cardiac muscle cell contraction|membrane repolarization|potassium ion import across plasma membrane|response to glycoside|,sodium:potassium-exchanging ATPase activity|protein binding|ATP binding|phosphatase activity|protein kinase binding|protein domain specific binding|ankyrin binding|potassium ion binding|sodium ion binding|ADP binding|phosphatidylinositol 3-kinase binding|chaperone binding|steroid hormone binding|,25,134,78400000000,25.9%
Q68FH0,0.151011955,0.097166667,15.65307059,-0.280333333,0.02720777,-2.723545376,0.335,0.274,0.103,0.093,-0.087,-0.135,Q68FH0,Pkp4,Q68FH0_Pkp4,Q68FH0,Pkp4,1,266,70,15,Q68FH0|Q68FH0-2|A2AS45|V9GXG7,MOUSE,132347.3,63.2,51,51.1,1014.74,218.45,,1190,Plakophilin-4,spindle pole|cytoplasm|cytoskeleton|plasma membrane|cell-cell junction|cytoplasmic side of plasma membrane|postsynaptic density|desmosome|midbody|perinuclear region of cytoplasm|spindle midzone|mitotic spindle|midbody|cell-cell contact zone|,cell-cell junction assembly|single organismal cell-cell adhesion|positive regulation of cytokinesis|positive regulation of GTPase activity|,,70,266,2.08E+11,63.2%
O35927,0.336274239,0.014833333,10.13769272,-0.219666667,0.096879241,-1.89148945,-0.099,0.185,0.288,-0.02,-0.166,-0.099,O35927,Ctnnd2,O35927_Ctnnd2,O35927,Ctnnd2,1,184,58,51,O35927|E9QKH8|O35927-2,MOUSE,136081.3,50.5,51,51.2,881.03,797.05,,1247,Catenin delta-2,nucleus|adherens junction|postsynaptic density|dendrite|perikaryon|,"morphogenesis of a branching structure|transcription, DNA-templated|regulation of transcription, DNA-templated|learning|single organismal cell-cell adhesion|regulation of synaptic plasticity|synapse organization|regulation of canonical Wnt signaling pathway|dendritic spine morphogenesis|",beta-catenin binding|,51,184,71300000000,46.8%
A2AS47,0.176780854,0.039,14.56870838,-0.288666667,0.034924417,-2.559136341,0.019,0.313,0.218,0.046,-0.143,-0.219,A2AS47,Pkp4,A2AS47_Pkp4,A2AS47,Pkp4,1,5,55,2,A2AS47|Q68FH0-3,MOUSE,95949.3,66,51,51.3,791.05,22.4,,849,Plakophilin-4,spindle pole|cytoplasm|cytoskeleton|plasma membrane|cell-cell junction|cytoplasmic side of plasma membrane|postsynaptic density|desmosome|midbody|perinuclear region of cytoplasm|spindle midzone|mitotic spindle|midbody|cell-cell contact zone|,single organismal cell-cell adhesion|positive regulation of cytokinesis|positive regulation of GTPase activity|,,2,5,3750000000,2.9%
Q80Z38-2,0.970331907,-0.051166667,0.345612401,0.018333333,0.923503956,0.099306191,-0.356,-0.113,0.288,-0.005,-0.293,0.172,Q80Z38,Shank2,Q80Z38-2_Shank2,Q80Z38-2,Shank2,1,241,70,0,Q80Z38-2,MOUSE,159109.2,63.9,52,52.1,1007.61,0,,1476,Isoform 2 of SH3 and multiple ankyrin repeat domains protein 2,photoreceptor outer segment|photoreceptor inner segment|neurofilament|plasma membrane|postsynaptic density|apical plasma membrane|cell junction|growth cone|brush border membrane|neuron projection|neuronal cell body|dendritic spine|presynaptic active zone|ciliary membrane|neurofilament|ionotropic glutamate receptor complex|postsynaptic membrane|,"synapse assembly|learning|memory|adult behavior|social behavior|exploration behavior|positive regulation of synaptic transmission, glutamatergic|long-term synaptic potentiation|long term synaptic depression|vocalization behavior|",SH3 domain binding|ionotropic glutamate receptor binding|,70,241,96500000000,63.9%
D3Z5K8,0.081319453,0.181,19.51606794,-0.564,0.011178749,-3.333911102,0.755,0.388,0.246,0.073,-0.387,0.011,D3Z5K8,Shank2,D3Z5K8_Shank2,D3Z5K8,Shank2,1,9,69,4,D3Z5K8,MOUSE,201145.7,50.8,52,52.2,989.91,41.5,,1841,SH3 and multiple ankyrin repeat domains protein 2,presynaptic active zone|,learning|adult behavior|social behavior|vocalization behavior|,,4,9,1030000000,1.9%
Q80Z38-3,0.95333275,0.033666667,0.58353491,0.069333333,0.874271878,0.163739959,-0.934,0.069,0.862,-0.213,-0.117,0.535,Q80Z38,Shank2,Q80Z38-3_Shank2,Q80Z38-3,Shank2,1,2,62,2,Q80Z38-3|A0A1C7ZMY3,MOUSE,135751.6,66,52,52.4,905.2,29.34,,1476,Isoform 3 of SH3 and multiple ankyrin repeat domains protein 2,photoreceptor outer segment|photoreceptor inner segment|neurofilament|plasma membrane|postsynaptic density|apical plasma membrane|cell junction|growth cone|brush border membrane|neuron projection|neuronal cell body|dendritic spine|presynaptic active zone|ciliary membrane|neurofilament|ionotropic glutamate receptor complex|postsynaptic membrane|,"synapse assembly|learning|memory|adult behavior|social behavior|exploration behavior|positive regulation of synaptic transmission, glutamatergic|long-term synaptic potentiation|long term synaptic depression|vocalization behavior|",SH3 domain binding|ionotropic glutamate receptor binding|,2,2,51300000,1.4%
E9PUJ6,0.335295805,0.006666667,10.15526683,0.181333333,0.096488003,1.894157428,-0.038,-0.067,-0.147,0.086,0.235,-0.029,E9PUJ6,Mycbp2,E9PUJ6_Mycbp2,E9PUJ6,Mycbp2,1,147,85,85,E9PUJ6|Q7TPH6|Q7TPH6-2,MOUSE,529004.7,20.8,53,53.1,1001.95,1001.95,,4746,E3 ubiquitin-protein ligase MYCBP2,microtubule cytoskeleton|membrane|axon|,motor neuron axon guidance|protein ubiquitination|branchiomotor neuron axon guidance|central nervous system projection neuron axonogenesis|regulation of protein localization|negative regulation of protein catabolic process|cell morphogenesis involved in neuron differentiation|regulation of cytoskeleton organization|,ubiquitin-protein transferase activity|protein binding|zinc ion binding|protein homodimerization activity|,85,147,15400000000,20.8%
B9EHJ3,0.445872593,0.036666667,7.934600046,-0.192666667,0.160894054,-1.552313356,0.079,0.169,0.151,-0.002,0.139,-0.316,B9EHJ3,Tjp1,B9EHJ3_Tjp1,B9EHJ3,Tjp1,1,206,72,1,B9EHJ3|A0A0U1RPW2,MOUSE,189190.8,44.4,54,54.1,978.25,16.65,,1685,Tight junction protein ZO-1,nucleus|cytoplasm|plasma membrane|cell-cell junction|adherens junction|cell-cell adherens junction|bicellular tight junction|cell surface|intercalated disc|membrane|basolateral plasma membrane|apical plasma membrane|apicolateral plasma membrane|cell junction|apical junction complex|apical part of cell|intercellular canaliculus|,blastocyst formation|sensory perception of sound|establishment of endothelial intestinal barrier|,protein domain specific binding|,72,206,99400000000,44.4%
