id,adj.P.Val.xBirA.Cre.over.NoBirA,AveExpr.xBirA.Cre.over.NoBirA,Log.P.Value.xBirA.Cre.over.NoBirA,logFC.xBirA.Cre.over.NoBirA,P.Value.xBirA.Cre.over.NoBirA,t.xBirA.Cre.over.NoBirA,Ilia_newDatabase..126.126.127.128.129.130.131..NoBirA_6.multimedian,Ilia_newDatabase..128.126.127.128.129.130.131..NoBirA_4.multimedian,Ilia_newDatabase..129.126.127.128.129.130.131..NoBirA_5.multimedian,Ilia_newDatabase..127.126.127.128.129.130.131..BirA.Cre_3.multimedian,Ilia_newDatabase..130.126.127.128.129.130.131..BirA.Cre_2.multimedian,Ilia_newDatabase..131.126.127.128.129.130.131..BirA.Cre_1.multimedian,id.query,id.mapped,id.concat,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Ilia_newDatabase.unique_peptides,Ilia_newDatabase.numSpectra,Ilia_newDatabase.totalIntensity,Ilia_newDatabase.pct_cov
Q8HWB2,0.000134366,-1.467833333,42.16497477,5.166333333,6.07439E-05,7.571573618,-3.626,-2.895,-5.632,1.283,1.15,0.913,Q8HWB2,H2-Q4,Q8HWB2_H2-Q4,Q8HWB2,H2-Q4,1,14,15,8,Q8HWB2|P01899|P79568|O19441|E9PX63|P04223|P04223-2|P14426|P01900|P14429|E9QJR9|E9PWT4|P14431|P14427|P01895-2|L7N260|P03991,MOUSE,39902.4,37,113,113.2,193.04,94.48,,354,"Histocompatibility 2, Q region locus 4",endoplasmic reticulum|Golgi apparatus|Golgi medial cisterna|plasma membrane|cell surface|membrane|MHC class I protein complex|extracellular exosome|endoplasmic reticulum exit site|,antigen processing and presentation of peptide antigen via MHC class I|immune response|,receptor binding|beta-2-microglobulin binding|peptide antigen binding|T cell receptor binding|poly(A) RNA binding|TAP binding|,8,14,544000000,19.7%
P01901,0.00145087,-0.452333333,29.41218886,2.482666667,0.001144936,4.905406699,-2.687,-1.05,-1.344,0.904,0.735,0.728,P01901,H2-K1,P01901_H2-K1,P01901,H2-K1,1,2,5,2,P01901|Q3TH01,MOUSE,41700.5,12.1,113,113.3,52.6,17.17,,369,"H-2 class I histocompatibility antigen, K-B alpha chain",endoplasmic reticulum|Golgi apparatus|Golgi medial cisterna|external side of plasma membrane|cell surface|membrane|phagocytic vesicle membrane|MHC class I protein complex|extracellular exosome|endoplasmic reticulum exit site|integral component of lumenal side of endoplasmic reticulum membrane|,"positive regulation of T cell mediated cytotoxicity|antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-dependent|immune response|antigen processing and presentation of exogenous peptide antigen via MHC class I|defense response to bacterium|inner ear development|",receptor binding|protein binding|beta-2-microglobulin binding|peptide antigen binding|T cell receptor binding|poly(A) RNA binding|TAP binding|,2,2,29400000,7.0%
P29788,7.14977E-05,-0.7715,50.13922076,3.775666667,9.68452E-06,9.71475849,-2.902,-2.659,-2.417,1.42,1.038,0.891,P29788,Vtn,P29788_Vtn,P29788,Vtn,1,98,15,15,P29788,MOUSE,55646.8,28.6,114,114.1,235.56,235.56,,478,Vitronectin,proteinaceous extracellular matrix|extracellular space|extracellular matrix|extracellular exosome|blood microparticle|extracellular matrix|,receptor-mediated endocytosis|immune response|cell-matrix adhesion|positive regulation of cell-substrate adhesion|negative regulation of endopeptidase activity|positive regulation of smooth muscle cell migration|extracellular matrix organization|positive regulation of protein binding|cell adhesion mediated by integrin|endodermal cell differentiation|positive regulation of receptor-mediated endocytosis|oligodendrocyte differentiation|positive regulation of peptidyl-tyrosine phosphorylation|smooth muscle cell-matrix adhesion|,scavenger receptor activity|integrin binding|heparin binding|polysaccharide binding|extracellular matrix binding|,15,98,2.61E+11,28.6%
Q06770,0.000371466,-0.789,36.21123339,3.936666667,0.000239264,6.22854205,-4.077,-2.59,-1.605,1.497,1.153,0.888,Q06770,Serpina6,Q06770_Serpina6,Q06770,Serpina6,1,52,15,15,Q06770,MOUSE,44939.5,35,115,115.1,234.35,234.35,,397,Corticosteroid-binding globulin,extracellular space|extracellular exosome|,transport|glucocorticoid metabolic process|negative regulation of endopeptidase activity|,serine-type endopeptidase inhibitor activity|steroid binding|,15,52,68600000000,35.0%
Q6GQT1,7.14977E-05,-1.333666667,50.53610292,4.940666667,8.83873E-06,9.833438616,-3.675,-3.024,-4.713,1,1.302,1.108,Q6GQT1,A2m,Q6GQT1_A2m,Q6GQT1,A2m,1,72,22,22,Q6GQT1|Q7SIH1|K4JBR5|K4JR81|K4JDS3|K4JDR8|K4JF13|K4JBA2|K4JB97,MOUSE,165776,16.2,116,116.1,232.37,232.37,,1474,Alpha-2-macroglobulin-P,extracellular exosome|blood microparticle|,"negative regulation of complement activation, lectin pathway|female pregnancy|negative regulation of endopeptidase activity|stem cell differentiation|",protease binding|serine-type endopeptidase inhibitor activity|receptor binding|protein binding|growth factor binding|enzyme binding|interleukin-8 binding|interleukin-1 binding|peptidase inhibitor activity|tumor necrosis factor binding|calcium-dependent protein binding|,24,72,7.22E+12,16.2%
Q61730-2,7.14977E-05,-1.01,49.12687996,4.260666667,1.22268E-05,9.417579078,-3.834,-2.735,-2.852,1.475,0.923,0.963,Q61730,Il1rap,Q61730-2_Il1rap,Q61730-2,Il1rap,1,37,18,18,Q61730-2|Q61730-3|E9Q6I2|Q61730|G3UY13,MOUSE,42194.2,43.8,117,117.1,232.35,232.35,,570,Isoform 2 of Interleukin-1 receptor accessory protein,extracellular region|plasma membrane|membrane|integral component of membrane|,inflammatory response|cytokine-mediated signaling pathway|interleukin-2 biosynthetic process|innate immune response|,signal transducer activity|interleukin-1 receptor activity|protein binding|,18,37,7950000000,43.8%
Q3U9N4,7.46686E-05,-0.89,46.77923642,3.91,2.09931E-05,8.757879428,-3.319,-2.131,-3.085,1.081,1.231,0.883,Q3U9N4,Grn,Q3U9N4_Grn,Q3U9N4,Grn,1,37,17,17,Q3U9N4|P28798,MOUSE,70037.8,28.2,118,118.1,229.4,229.4,,602,Granulins,extracellular space|mitochondrion|cell surface|intracellular membrane-bounded organelle|extracellular exosome|,blastocyst hatching|embryo implantation|response to estradiol|chondrocyte proliferation|synaptic vesicle endocytosis|positive regulation of epithelial cell proliferation|male mating behavior|positive regulation of dendritic spine development|neural precursor cell proliferation|,poly(A) RNA binding|,17,37,2170000000,28.2%
Q9JHH6,0.000991396,-1.4005,31.26384954,5.427666667,0.000747507,5.562018697,-3.337,-2.511,-6.495,1.457,1.597,0.886,Q9JHH6,Cpb2,Q9JHH6_Cpb2,Q9JHH6,Cpb2,1,59,16,16,Q9JHH6,MOUSE,49269,26.5,119,119.1,226.93,226.93,,422,Carboxypeptidase B2,extracellular space|cell|extracellular exosome|,positive regulation of extracellular matrix constituent secretion|proteolysis|blood coagulation|response to heat|negative regulation of plasminogen activation|response to drug|fibrinolysis|negative regulation of fibrinolysis|cellular response to glucose stimulus|liver regeneration|negative regulation of hepatocyte proliferation|,carboxypeptidase activity|metallocarboxypeptidase activity|zinc ion binding|,16,59,32900000000,26.5%
Q9CQF9,7.14977E-05,-1.092166667,52.61963562,4.335666667,5.47062E-06,10.47729869,-3.518,-2.71,-3.552,1.111,1.225,0.891,Q9CQF9,Pcyox1,Q9CQF9_Pcyox1,Q9CQF9,Pcyox1,1,33,15,15,Q9CQF9|A0A0N4SWD3,MOUSE,56721.9,35,120,120.1,222.98,222.98,,505,Prenylcysteine oxidase,lysosome|vacuolar membrane|plasma membrane|very-low-density lipoprotein particle|extracellular exosome|,prenylated protein catabolic process|prenylcysteine catabolic process|oxidation-reduction process|chloride transmembrane transport|,prenylcysteine oxidase activity|chloride-transporting ATPase activity|,15,33,3960000000,35.0%
P29533,7.14977E-05,-1.169166667,53.48951534,4.331666667,4.47763E-06,10.75682501,-3.635,-2.836,-3.534,0.958,1.118,0.914,P29533,NotFound,P29533_NotFound,P29533,Vcam1,1,33,17,17,P29533|Q3UPN1|P29533-2,MOUSE,82457.1,24.2,121,121.1,222.7,222.7,,739,Vascular cell adhesion protein 1,podosome|extracellular space|early endosome|endoplasmic reticulum|Golgi apparatus|microvillus|external side of plasma membrane|cell surface|integral component of membrane|filopodium|anchored component of membrane|apical part of cell|extracellular exosome|alpha9-beta1 integrin-vascular cell adhesion molecule-1 complex|cell periphery|,cell adhesion|heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules|leukocyte cell-cell adhesion|cell-matrix adhesion|heart development|amine metabolic process|viral process|positive regulation of T cell proliferation|leukocyte tethering or rolling|oxidation-reduction process|embryonic placenta morphogenesis|chorio-allantoic fusion|visceral serous pericardium development|cellular response to glucose stimulus|,integrin binding|primary amine oxidase activity|cell adhesion molecule binding|,17,33,7330000000,24.2%
A0A0A6YVP0,0.000121664,-1.0365,42.86996694,4.311666667,5.1642E-05,7.743983668,-2.492,-2.713,-4.372,1.203,1.271,0.884,A0A0A6YVP0,NotFound,A0A0A6YVP0_NotFound,A0A0A6YVP0,Ighg2b,1,41,17,15,A0A0A6YVP0|P01867|P01867-2|P01865|P01863,MOUSE,45094.4,42.4,122,122.1,222.38,182.23,,405,Immunoglobulin heavy constant gamma 2B (Fragment),"extracellular space|immunoglobulin complex, circulating|","positive regulation of type IIa hypersensitivity|positive regulation of type I hypersensitivity|humoral immune response mediated by circulating immunoglobulin|phagocytosis, recognition|phagocytosis, engulfment|complement activation, classical pathway|immunoglobulin mediated immune response|positive regulation of phagocytosis|positive regulation of immune response|",antigen binding|,17,41,10500000000,42.4%
F6TQW2,0.005141198,-1.95,23.49113495,6.204666667,0.004475963,4.055542757,-3.528,-2.6,-9.029,1.256,1.307,0.894,F6TQW2,NotFound,F6TQW2_NotFound,F6TQW2,Ighg2c,1,30,13,11,F6TQW2|P01864,MOUSE,44892.5,32.9,122,122.2,221.89,181.74,,404,Immunoglobulin heavy constant gamma 2C (Fragment),"extracellular space|immunoglobulin complex, circulating|",humoral immune response mediated by circulating immunoglobulin|immunoglobulin mediated immune response|antibacterial humoral response|defense response to bacterium|,antigen binding|,11,30,9360000000,28.2%
Q9Z0Z4,0.000930261,-1.521166667,31.56796808,5.209666667,0.000696953,5.626901391,-3.474,-2.529,-6.375,1.24,1.106,0.905,Q9Z0Z4,Heph,Q9Z0Z4_Heph,Q9Z0Z4,Heph,1,33,18,18,Q9Z0Z4|Q9Z0Z4-2|A2AI62,MOUSE,130576.7,19.1,123,123.1,221.24,221.24,,1157,Hephaestin,intracellular|integral component of membrane|basolateral plasma membrane|perinuclear region of cytoplasm|,copper ion transport|iron ion transport|cellular iron ion homeostasis|oxidation-reduction process|,ferroxidase activity|copper ion binding|ferrous iron binding|,18,33,3830000000,19.1%
P07309,7.14977E-05,-1.193166667,49.53725799,5.091666667,1.11243E-05,9.537098596,-4.349,-2.713,-4.155,1.595,1.554,0.909,P07309,Ttr,P07309_Ttr,P07309,Ttr,1,58,15,15,P07309,MOUSE,15889.7,77.5,124,124.1,213.72,213.72,,147,Transthyretin,extracellular space|protein complex|extracellular exosome|,retinol metabolic process|thyroid hormone transport|,hormone activity|protein binding|identical protein binding|protein heterodimerization activity|thyroid hormone binding|,15,58,81000000000,77.5%
P70663,7.46686E-05,-0.8555,47.12994065,3.754333333,1.93645E-05,8.853894831,-2.75,-2.187,-3.261,1.098,1.106,0.861,P70663,Sparcl1,P70663_Sparcl1,P70663,Sparcl1,1,27,16,16,P70663,MOUSE,73141.8,31.3,125,125.1,213.33,213.33,,650,SPARC-like protein 1,proteinaceous extracellular matrix|extracellular space|extracellular exosome|,signal transduction|,calcium ion binding|,16,27,6870000000,31.3%
P02534,0.08298265,-0.217,10.98712563,2.321333333,0.079668646,2.036480153,-2.848,0.993,-2.278,2.638,0.031,0.162,P02534,NotFound,P02534_NotFound,P02534,,1,52,16,8,P02534|Q61765|Q61897|B0LKP1|Q9D646,SHEEP,48099.9,27.4,126,126.1,211.17,116.04,,412,"Keratin, type I microfibrillar 48 kDa, component 8C-1",,,,17,52,58200000000,27.4%
P25690,0.140832818,0.2702,8.625406302,1.662,0.137233257,1.703735935,-1.833,0.379,,2.432,-0.032,0.405,P25690,NotFound,P25690_NotFound,P25690,,1,9,13,5,P25690|B1AQ75,SHEEP,47374.2,25.4,126,126.2,138.55,47.11,,404,"Keratin, type I microfibrillar, 47.6 kDa",,,,5,9,2010000000,8.6%
Q61207,0.000124204,-0.8276,42.64687437,4.8965,5.43641E-05,8.563698355,-4.498,-3.033,,0.973,1.44,0.98,Q61207,Psap,Q61207_Psap,Q61207,Psap,1,35,14,14,Q61207|J3QPG5|K3W4L3|Q8BFQ1|E9PZ00,MOUSE,63303.9,32.1,127,127.1,210.17,210.17,,557,Prosaposin,extracellular space|nucleoplasm|nucleolus|mitochondrion|lysosome|Golgi apparatus|intracellular membrane-bounded organelle|extracellular exosome|,sphingolipid metabolic process|adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway|regulation of lipid metabolic process|regulation of MAPK cascade|positive regulation of MAPK cascade|developmental growth|prostate gland growth|epithelial cell differentiation involved in prostate gland development|cellular response to organic substance|negative regulation of hydrogen peroxide-induced cell death|,G-protein coupled receptor binding|,14,35,16000000000,32.1%
P25691,0.063012063,-0.243166667,12.2482893,2.401,0.059589682,2.230231343,-2.501,0.724,-2.554,2.651,-0.004,0.225,P25691,NotFound,P25691_NotFound,P25691,,1,36,17,8,P25691|Q9Z2T6|Q6IMF0|Q99M74|Q9CPR6,SHEEP,56452.4,28.6,128,128.1,209.26,103.27,,502,"Keratin, type II microfibrillar, component 5",,,,18,36,14600000000,28.6%
P15241,0.054799666,-1.225833333,12.86944408,4.150333333,0.051648248,2.32568689,-3.086,0.472,-7.289,2.32,0.019,0.209,P15241,NotFound,P15241_NotFound,P15241,,1,13,16,4,P15241,SHEEP,55506.6,23.4,128,128.2,205.54,56.9,,491,"Keratin, type II microfibrillar, component 7C",,,,4,13,4520000000,9.1%
P02539,0.065043467,-0.3394,12.09584207,3.0785,0.061718561,2.271379313,-4.364,-0.009,,2.322,0.116,0.238,P02539,NotFound,P02539_NotFound,P02539,,1,2,4,2,P02539,SHEEP,12911.1,35.7,128,128.3,51.8,14.4,,109,"Keratin, type II microfibrillar (Fragment)",,,,2,2,549000000,24.7%
O35930,7.14977E-05,-1.015166667,51.83967665,4.269666667,6.54685E-06,10.23210508,-3.326,-2.605,-3.519,1.247,1.227,0.885,O35930,Gp1ba,O35930_Gp1ba,O35930,Gp1ba,1,31,14,14,O35930,MOUSE,80567.4,20.2,129,129.1,204.73,204.73,,734,Platelet glycoprotein Ib alpha chain,plasma membrane|integral component of plasma membrane|cell surface|membrane|extracellular exosome|anchored component of external side of plasma membrane|,cell morphogenesis|cell adhesion|blood coagulation|hemostasis|fibrinolysis|,,14,31,4740000000,20.2%
G3X8T3,0.000134366,-1.248,42.17036605,4.768,6.06685E-05,7.572880595,-3.782,-2.306,-4.808,1.274,1.232,0.902,G3X8T3,Ctsa,G3X8T3_Ctsa,G3X8T3,Ctsa,1,42,15,15,G3X8T3|P16675,MOUSE,56352.8,29.6,130,130.1,200.62,200.62,,492,Carboxypeptidase,nucleoplasm|mitochondrion|membrane|intracellular membrane-bounded organelle|extracellular exosome|,proteolysis|,serine-type carboxypeptidase activity|protein binding|,15,42,4.29E+11,29.6%
P02088,0.000124923,-0.863166667,42.6059928,3.671,5.48783E-05,7.679070763,-3.59,-2.272,-2.234,1.067,0.894,0.956,P02088,Hbb-b1,P02088_Hbb-b1,P02088,Hbb-b1,1,49,11,2,P02088|P02081|P02104|D4QBB3|P02070|P06642|P06643,MOUSE,15954,78.9,131,131.1,198.03,34.22,,147,Hemoglobin subunit beta-1,hemoglobin complex|myelin sheath|,oxygen transport|,oxygen transporter activity|iron ion binding|oxygen binding|heme binding|,12,49,26000000000,78.9%
A8DUK4,0.000697039,-0.574666667,32.96261384,3.486,0.00050552,5.571535926,-3.615,-2.048,-1.29,1.383,0.67,1.452,A8DUK4,Hbb-bs,A8DUK4_Hbb-bs,A8DUK4,Hbb-bs,1,24,11,5,A8DUK4,MOUSE,15804.8,78.9,131,131.2,190.12,74.57,,147,Beta-globin,hemoglobin complex|,oxygen transport|,oxygen transporter activity|iron ion binding|oxygen binding|heme binding|,5,24,25800000000,37.4%
P02089,0.001948386,0.2616,28.00181538,4.422666667,0.001584231,5.161018104,-2.854,-1.93,,1.733,3.57,0.789,P02089,Hbb-b2,P02089_Hbb-b2,P02089,Hbb-b2,1,10,11,4,P02089,MOUSE,15992.1,70,131,131.3,171.49,69.79,,147,Hemoglobin subunit beta-2,hemoglobin complex|,oxygen transport|positive regulation of myeloid cell differentiation|regulation of erythrocyte differentiation|erythrocyte development|,oxygen transporter activity|iron ion binding|oxygen binding|heme binding|,4,10,371000000,26.5%
Q8VCG4,7.14977E-05,-1.414,49.75751334,4.984,1.05742E-05,9.601778174,-4.259,-2.867,-4.592,1.172,0.94,1.122,Q8VCG4,C8g,Q8VCG4_C8g,Q8VCG4,C8g,1,58,12,12,Q8VCG4|Q9DAC2,MOUSE,22678.7,63.3,132,132.1,197.03,197.03,,202,Complement component C8 gamma chain,membrane attack complex|extracellular exosome|blood microparticle|,"complement activation, alternative pathway|complement activation, classical pathway|cytolysis|",complement binding|retinol binding|protein complex binding|,12,58,40300000000,63.3%
Q9EQH2,7.14977E-05,-1.2455,50.67950433,4.551,8.55164E-06,9.87662597,-3.534,-2.826,-4.203,1.234,0.919,0.937,Q9EQH2,Erap1,Q9EQH2_Erap1,Q9EQH2,Erap1,1,26,18,18,Q9EQH2,MOUSE,107167.8,20.6,133,133.1,194.41,194.41,,930,Endoplasmic reticulum aminopeptidase 1,extracellular region|extracellular space|cytoplasm|endoplasmic reticulum lumen|endoplasmic reticulum membrane|membrane|integral component of membrane|extracellular exosome|,immune system process|proteolysis|membrane protein ectodomain proteolysis|positive regulation of angiogenesis|,aminopeptidase activity|interleukin-6 receptor binding|tumor necrosis factor receptor binding|peptidase activity|metalloexopeptidase activity|zinc ion binding|,18,26,1720000000,20.6%
Q9R0E2,7.14977E-05,-0.926833333,48.4887664,3.841,1.4162E-05,9.234261428,-3.433,-2.566,-2.543,1.002,1.086,0.893,Q9R0E2,Plod1,Q9R0E2_Plod1,Q9R0E2,Plod1,1,29,17,16,Q9R0E2|A8Y5E6,MOUSE,84164,24.1,134,134.1,194.02,181.51,,728,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",rough endoplasmic reticulum membrane|extracellular exosome|,response to hypoxia|epidermis development|peptidyl-lysine hydroxylation|cellular response to hormone stimulus|oxidation-reduction process|,ferrous iron binding|procollagen-lysine 5-dioxygenase activity|L-ascorbic acid binding|peptide binding|,17,29,1510000000,24.1%
Q9R0E1,7.14977E-05,-1.314333333,57.5015082,4.910666667,1.77766E-06,12.13375368,-4.207,-3.473,-3.629,1.074,1.415,0.934,Q9R0E1,Plod3,Q9R0E1_Plod3,Q9R0E1,Plod3,1,9,5,4,Q9R0E1,MOUSE,85491.3,6.7,134,134.2,46.59,34.08,,741,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3",rough endoplasmic reticulum membrane|extracellular exosome|,in utero embryonic development|endothelial cell morphogenesis|protein localization|neural tube development|collagen fibril organization|cellular response to hormone stimulus|vasodilation|epidermis morphogenesis|oxidation-reduction process|lung morphogenesis|basement membrane assembly|,iron ion binding|procollagen-lysine 5-dioxygenase activity|L-ascorbic acid binding|procollagen glucosyltransferase activity|,4,9,1640000000,5.3%
P03987,7.14977E-05,-0.889833333,49.79801139,4.191666667,1.04761E-05,9.613711438,-2.641,-2.793,-3.523,1.116,1.628,0.874,P03987,NotFound,P03987_NotFound,P03987,,1,54,13,13,A0A1Y7VJN6|P03987|P03987-2,MOUSE,44498.8,29.8,135,135.1,192.99,192.99,,398,Ig gamma-3 chain C region,extracellular region|plasma membrane|integral component of membrane|,,antigen binding|immunoglobulin receptor binding|,13,54,20800000000,29.8%
Q9JJN5,0.003895645,-0.475666667,24.77641186,3.180666667,0.003329345,4.161207484,-3.42,-2.525,-0.253,1.25,1.167,0.927,Q9JJN5,Cpn1,Q9JJN5_Cpn1,Q9JJN5,Cpn1,1,40,14,14,Q9JJN5|Q2KJ83,MOUSE,52129.7,32.6,136,136.1,191.88,191.88,,457,Carboxypeptidase N catalytic chain,extracellular space|,proteolysis|bradykinin catabolic process|response to glucocorticoid|,carboxypeptidase activity|metallocarboxypeptidase activity|zinc ion binding|,14,40,7590000000,32.6%
O09164,0.000212629,-1.162666667,39.15068916,4.439333333,0.000121599,6.867437746,-3.249,-2.141,-4.757,1.223,1.068,0.88,O09164,Sod3,O09164_Sod3,O09164,Sod3,1,28,13,13,O09164,MOUSE,27733.7,43.8,137,137.1,191.86,191.86,,251,Extracellular superoxide dismutase [Cu-Zn],extracellular space|nucleus|cytoplasm|Golgi lumen|trans-Golgi network|extracellular exosome|extracellular matrix|,response to hypoxia|removal of superoxide radicals|response to copper ion|oxidation-reduction process|,superoxide dismutase activity|copper ion binding|protein binding|zinc ion binding|,13,28,12500000000,43.8%
Q9R097,8.24953E-05,-0.8,45.94349772,4.024666667,2.54478E-05,8.532540207,-3.57,-2.656,-2.211,1.453,1.301,0.883,Q9R097,Spint1,Q9R097_Spint1,Q9R097,Spint1,1,26,15,15,Q9R097,MOUSE,58358.6,32.5,138,138.1,190.51,190.51,,507,Kunitz-type protease inhibitor 1,extracellular space|plasma membrane|extracellular exosome|,neural tube closure|embryonic placenta development|negative regulation of endopeptidase activity|extracellular matrix organization|branching involved in labyrinthine layer morphogenesis|placenta blood vessel development|,serine-type endopeptidase inhibitor activity|,15,26,1830000000,32.5%
P11680,7.46686E-05,-1.061666667,46.78542616,4.866,2.09632E-05,8.759566523,-3.468,-2.548,-4.468,1.474,1.72,0.92,P11680,Cfp,P11680_Cfp,P11680,Cfp,1,62,14,14,P11680,MOUSE,52836.7,34.6,139,139.1,189.43,189.43,,464,Properdin,extracellular region|extracellular matrix|,"complement activation, alternative pathway|",,14,62,1.15E+11,34.6%
Q63880,7.5892E-05,-1.0035,46.56306952,4.004333333,2.20644E-05,8.699128965,-3.811,-2.707,-2.499,0.945,0.967,1.084,Q63880,Ces3a,Q63880_Ces3a,Q63880,Ces3a,1,44,14,7,Q63880|Q63880-2,MOUSE,63715.9,26.7,140,140.1,187.48,99.39,,571,Carboxylesterase 3A,endoplasmic reticulum lumen|extracellular exosome|,metabolic process|,carboxylic ester hydrolase activity|,14,44,12800000000,26.7%
Q8VCU1,8.24953E-05,-0.7272,45.91811136,4.328833333,2.5597E-05,9.600112372,-3.608,-3.041,,0.968,1.045,1,Q8VCU1,Ces3b,Q8VCU1_Ces3b,Q8VCU1,Ces3b,1,5,10,3,Q8VCU1|Q8VCU1-2,MOUSE,63751.2,16.2,140,140.2,117.93,29.84,,571,Carboxylesterase 3B,endoplasmic reticulum lumen|extracellular exosome|,metabolic process|,carboxylic ester hydrolase activity|,3,5,343000000,5.7%
P33587,7.44581E-05,-1.1045,47.20542212,4.565,1.90308E-05,8.87467411,-3.38,-2.536,-4.245,1.495,1.151,0.888,P33587,Proc,P33587_Proc,P33587,Proc,1,28,13,13,P33587,MOUSE,53186.4,29.1,141,141.1,186.51,186.51,,460,Vitamin K-dependent protein C,extracellular space|,proteolysis|blood coagulation|negative regulation of blood coagulation|negative regulation of apoptotic process|,calcium ion binding|peptidase activity|,13,28,4500000000,29.1%
P00687,0.000106471,-1.089,43.89133622,4.503333333,4.08194E-05,7.999242362,-3.646,-2.181,-4.195,1.336,1.261,0.891,P00687,Amy1,P00687_Amy1,P00687,Amy1,1,25,15,15,P00687|P00688|E9PV85|Q3MHH8,MOUSE,58327.3,33.6,142,142.1,186.04,186.04,,511,Alpha-amylase 1,extracellular space|extracellular exosome|,carbohydrate catabolic process|,alpha-amylase activity|calcium ion binding|amylase activity|chloride ion binding|,15,25,6910000000,33.6%
Q9R098,7.15252E-05,-0.947,48.38311554,4.101333333,1.45107E-05,9.204203334,-3.543,-2.336,-3.114,1.132,1.306,0.873,Q9R098,Hgfac,Q9R098_Hgfac,Q9R098,Hgfac,1,32,15,15,Q9R098,MOUSE,72905.8,25.5,143,143.1,185.96,185.96,,653,Hepatocyte growth factor activator,extracellular space|cytoplasm|rough endoplasmic reticulum|,proteolysis|,serine-type endopeptidase activity|,15,32,10500000000,25.5%
E9Q557,0.245680103,-0.4925,6.173292326,1.557,0.24136304,1.275639386,-2.139,1.743,-3.417,0.189,-0.178,0.847,E9Q557,Dsp,E9Q557_Dsp,E9Q557,Dsp,1,26,21,21,E9Q557|E9PZW0,MOUSE,335359.7,6.1,144,144.1,185.79,185.79,,2883,Desmoplakin,cornified envelope|nucleus|cytoplasm|plasma membrane|cell-cell junction|fascia adherens|intercalated disc|membrane|basolateral plasma membrane|desmosome|extracellular exosome|intermediate filament|,desmosome organization|ventricular compact myocardium morphogenesis|single organismal cell-cell adhesion|peptide cross-linking|keratinocyte differentiation|adherens junction organization|wound healing|skin development|intermediate filament cytoskeleton organization|intermediate filament organization|protein localization to adherens junction|bundle of His cell-Purkinje myocyte adhesion involved in cell communication|regulation of heart rate by cardiac conduction|regulation of ventricular cardiac muscle cell action potential|,"protein kinase C binding|structural molecule activity|protein binding|protein binding, bridging|poly(A) RNA binding|cell adhesion molecule binding|scaffold protein binding|",21,26,827000000,6.1%
Q91Y47,7.14977E-05,-1.038666667,50.05422444,4.678,9.87592E-06,9.689502591,-3.779,-2.614,-3.74,0.911,1.778,1.212,Q91Y47,F11,Q91Y47_F11,Q91Y47,F11,1,36,15,15,Q91Y47,MOUSE,71784.4,24.1,145,145.1,185.55,185.55,,624,Coagulation factor XI,extracellular space|extracellular exosome|,blood coagulation|regulation of blood coagulation|plasminogen activation|positive regulation of fibrinolysis|,serine-type endopeptidase activity|heparin binding|,15,36,12800000000,24.1%
P28654,0.005903326,-0.3545,22.87490219,1.797,0.005158338,3.794988491,-0.407,-1.609,-1.743,0.506,0.751,0.375,P28654,Dcn,P28654_Dcn,P28654,Dcn,1,34,14,14,P28654,MOUSE,40150.6,30.7,146,146.1,183.24,183.24,,354,Decorin,collagen type VI trimer|extracellular space|extracellular matrix|,kidney development|placenta development|skeletal muscle tissue development|aging|response to mechanical stimulus|positive regulation of autophagy|peptide cross-linking via chondroitin 4-sulfate glycosaminoglycan|response to lipopolysaccharide|wound healing|,collagen binding|glycosaminoglycan binding|poly(A) RNA binding|protein N-terminus binding|extracellular matrix binding|,14,34,9390000000,30.7%
E0CZ58,0.004606852,-1.461833333,24.01581349,5.005,0.003966602,4.149127044,-2.212,-2.621,-7.06,1.345,0.949,0.828,E0CZ58,Prg4,E0CZ58_Prg4,E0CZ58,Prg4,1,25,15,15,E0CZ58|Q9JM99|Q9JM99-2|E9QQ17|Q9JM99-3|E9QQ18|Q9JM99-4|A0A0R4J207|Q9JM99-5,MOUSE,135831.6,12.2,147,147.1,182.88,182.88,,1221,Proteoglycan 4,extracellular space|cytoplasm|,receptor-mediated endocytosis|immune response|peptide cross-linking|regulation of cell proliferation|negative regulation of interleukin-6 biosynthetic process|hematopoietic stem cell proliferation|,scavenger receptor activity|polysaccharide binding|,15,25,3470000000,12.2%
