"","id","adj.P.Val.xBirA.over.NoBirA","AveExpr.xBirA.over.NoBirA","Log.P.Value.xBirA.over.NoBirA","logFC.xBirA.over.NoBirA","P.Value.xBirA.over.NoBirA","t.xBirA.over.NoBirA","Liver_Searched..126.126.127.128.129.130.131..No_BirA_4.multimedian","Liver_Searched..127.126.127.128.129.130.131..No_BirA_5.multimedian","Liver_Searched..129.126.127.128.129.130.131..No_BirA_6.multimedian","Liver_Searched..128.126.127.128.129.130.131..XBirA_2.multimedian","Liver_Searched..130.126.127.128.129.130.131..XBirA_3.multimedian","Liver_Searched..131.126.127.128.129.130.131..XBirA_1.multimedian","id.query","id.mapped","id.concat","accession_number","geneSymbol","numColumnsProteinObserved","numSpectraProteinObserved","numPepsUnique","numPepsUniqueSubgroupSpecificCI","accession_numbers","species","protein_mw","percentCoverage","groupNum","subgroupNum","scoreUnique","scoreUniqueSubgroupSpecificCI","orfCategory","sequenceLength","entry_name","cellular_component","biological_process","molecular_function","Liver_Searched.unique_peptides","Liver_Searched.numSpectra","Liver_Searched.totalIntensity","Liver_Searched.pct_cov"
"790","P50172",0.000384926,-0.246166667,51.33930012,2.149666667,7.34632e-06,12.87960574,-1.226,-1.153,-1.584,0.709,1.107,0.67,"P50172","Hsd11b1","P50172_Hsd11b1","P50172","Hsd11b1",1,57,19,19,"P50172|Q3TJI8","MOUSE",32534.6,40.4,598,598.1,233.97,233.97,NA,292,"Corticosteroid 11-beta-dehydrogenase isozyme 1","endoplasmic reticulum membrane|membrane|integral component of membrane|","steroid metabolic process|lung development|oxidation-reduction process|","11-beta-hydroxysteroid dehydrogenase [NAD(P)] activity|11-beta-hydroxysteroid dehydrogenase (NADP+) activity|",19,57,3.22e+10,"40.4%"
"1519","Q9D1D4",0.000280277,-0.238833333,53.188988,2.147,4.79845e-06,13.78281231,-1.487,-1.057,-1.393,0.603,0.897,1.004,"Q9D1D4","Tmed10","Q9D1D4_Tmed10","Q9D1D4","Tmed10",1,35,7,7,"Q9D1D4|A0A1Y7VM54|Q9D1D4-2","MOUSE",25081.5,35.6,1252,1252.1,108.84,108.84,NA,219,"Transmembrane emp24 domain-containing protein 10","Golgi membrane|endoplasmic reticulum|endoplasmic reticulum membrane|endoplasmic reticulum-Golgi intermediate compartment|Golgi apparatus|cis-Golgi network|plasma membrane|integral component of membrane|COPI-coated vesicle|trans-Golgi network transport vesicle|transport vesicle membrane|secretory granule membrane|endoplasmic reticulum-Golgi intermediate compartment membrane|melanosome|zymogen granule membrane|extracellular exosome|gamma-secretase complex|","kidney development|intracellular protein transport|retrograde vesicle-mediated transport, Golgi to ER|Golgi organization|COPI-coated vesicle budding|response to alkaloid|regulated secretory pathway|vesicle targeting, to, from or within Golgi|protein oligomerization|regulation of beta-amyloid formation|","syntaxin binding|protein complex binding|",7,35,1.56e+10,"35.6%"
"1564","Q9CQ45",0.00130283,-0.237166667,43.03389166,2.145,4.97291e-05,9.457557421,-1.581,-1.479,-0.869,0.552,0.843,1.111,"Q9CQ45","Nenf","Q9CQ45_Nenf","Q9CQ45","Nenf",1,16,7,7,"Q9CQ45","MOUSE",18904.1,50.2,1293,1293.1,102.9,102.9,NA,171,"Neudesin","extracellular space|nucleus|nucleoplasm|endomembrane system|membrane|","negative regulation of appetite|positive regulation of MAPK cascade|","growth factor activity|heme binding|metal ion binding|",7,16,3.51e+09,"50.2%"
"1993","P59481",0.000127287,-0.361833333,59.69910949,2.140333333,1.07174e-06,17.46273961,-1.325,-1.29,-1.681,0.659,0.758,0.708,"P59481","Lman2l","P59481_Lman2l","P59481","Lman2l",1,19,6,6,"D3Z4P2|P59481|J3QNZ7","MOUSE",40051.5,17.8,1704,1704.1,65.97,65.97,NA,347,"VIP36-like protein","Golgi membrane|endoplasmic reticulum membrane|Golgi apparatus|integral component of membrane|","protein transport|","carbohydrate binding|metal ion binding|",6,19,2.43e+09,"17.8%"
"571","P55302",3.85613e-05,-0.294833333,73.63604099,2.101,4.32908e-08,28.11178661,-1.354,-1.316,-1.366,0.701,0.783,0.783,"P55302","Lrpap1","P55302_Lrpap1","P55302","Lrpap1",1,81,25,25,"P55302","MOUSE",42214.3,50,413,413.1,308.67,308.67,NA,360,"Alpha-2-macroglobulin receptor-associated protein","extracellular region|endoplasmic reticulum|plasma membrane|cell surface|vesicle|rough endoplasmic reticulum lumen|","negative regulation of very-low-density lipoprotein particle clearance|negative regulation of protein binding|extracellular negative regulation of signal transduction|negative regulation of beta-amyloid clearance|","heparin binding|lipase binding|receptor antagonist activity|low-density lipoprotein particle receptor binding|very-low-density lipoprotein particle receptor binding|",25,81,3.05e+10,"50.0%"
"84","Q6P5E4",9.63218e-05,-0.2735,62.50928452,2.081666667,5.6114e-07,19.22625251,-1.245,-1.236,-1.462,0.621,0.813,0.868,"Q6P5E4","Uggt1","Q6P5E4_Uggt1","Q6P5E4","Uggt1",1,212,62,62,"Q6P5E4|G3UZU8","MOUSE",177115,47.3,53,53.1,915.56,915.56,NA,1551,"UDP-glucose:glycoprotein glucosyltransferase 1","endoplasmic reticulum|endoplasmic reticulum lumen|endoplasmic reticulum-Golgi intermediate compartment|extracellular exosome|","protein glycosylation|UDP-glucosylation|","UDP-glucose:glycoprotein glucosyltransferase activity|protein binding|unfolded protein binding|",62,212,1.05e+11,"47.3%"
"322","Q9D0F3",0.000103341,-0.235666667,61.57333432,2.078666667,6.96092e-07,18.59000992,-1.329,-1.194,-1.302,0.601,0.872,0.938,"Q9D0F3","Lman1","Q9D0F3_Lman1","Q9D0F3","Lman1",1,151,36,36,"Q9D0F3","MOUSE",58073,52.2,216,216.1,478.35,478.35,NA,517,"Protein ERGIC-53","Golgi membrane|endoplasmic reticulum membrane|endoplasmic reticulum-Golgi intermediate compartment|Golgi apparatus|membrane|integral component of membrane|sarcomere|ER to Golgi transport vesicle|endoplasmic reticulum-Golgi intermediate compartment membrane|host cell perinuclear region of cytoplasm|extracellular exosome|","ER to Golgi vesicle-mediated transport|endoplasmic reticulum organization|Golgi organization|positive regulation of organelle organization|protein transport|","carbohydrate binding|metal ion binding|",36,151,1.61e+11,"52.2%"
"628","Q8R180",9.43539e-05,-0.302,63.10993076,2.074666667,4.8866e-07,19.56566584,-1.395,-1.196,-1.427,0.616,0.728,0.862,"Q8R180","Ero1l","Q8R180_Ero1l","Q8R180","Ero1a",1,61,21,20,"Q8R180","MOUSE",54939.2,55.8,462,462.1,290.93,270.33,NA,464,"ERO1-like protein alpha","endoplasmic reticulum|membrane|integral component of endoplasmic reticulum membrane|","protein folding|4-hydroxyproline metabolic process|protein maturation by protein folding|extracellular matrix organization|endoplasmic reticulum unfolded protein response|response to endoplasmic reticulum stress|cell redox homeostasis|brown fat cell differentiation|chaperone mediated protein folding requiring cofactor|release of sequestered calcium ion into cytosol|oxidation-reduction process|intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress|","protein disulfide isomerase activity|protein disulfide oxidoreductase activity|oxidoreductase activity|oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor|",21,61,1.66e+10,"55.8%"
"172","Q6GQT9",0.000247287,-0.295333333,54.77373619,2.045333333,3.3314e-06,14.60374997,-1.184,-1.171,-1.599,0.606,0.824,0.752,"Q6GQT9","Nomo1","Q6GQT9_Nomo1","Q6GQT9","Nomo1",1,161,41,41,"Q6GQT9","MOUSE",134444.5,50.4,115,115.1,618.14,618.14,NA,1214,"Nodal modulator 1","endoplasmic reticulum membrane|membrane|integral component of membrane|","","carbohydrate binding|",41,161,7.04e+10,"50.4%"
"331","Q8QZR3",0.000385808,-0.324333333,51.17094148,2.045333333,7.6367e-06,12.80020873,-1.212,-1.139,-1.69,0.589,0.796,0.71,"Q8QZR3","Ces2a","Q8QZR3_Ces2a","Q8QZR3","Ces2a",1,47,17,12,"Q8QZR3|Q8QZR3-2","MOUSE",62395.6,43.1,223,223.2,249.87,196.72,NA,558,"Pyrethroid hydrolase Ces2a","","","carboxylic ester hydrolase activity|",12,47,2.23e+10,"37.4%"
"2148","Q61335",9.43539e-05,-0.302,62.98302529,2.023333333,5.0315e-07,19.4742897,-1.348,-1.193,-1.4,0.644,0.625,0.86,"Q61335","Bcap31","Q61335_Bcap31","Q61335","Bcap31",1,14,6,6,"Q61335","MOUSE",28013.1,18.7,1852,1852.1,55.34,55.34,NA,245,"B-cell receptor-associated protein 31","Golgi membrane|mitochondrion|endoplasmic reticulum|lipid particle|cytosol|integral component of plasma membrane|membrane|clathrin-coated vesicle|Golgi cisterna membrane|endoplasmic reticulum-Golgi intermediate compartment membrane|Sec61 translocon complex|","intracellular protein transport|ER to Golgi vesicle-mediated transport|positive regulation of cytosolic calcium ion concentration|spermatogenesis|negative regulation of endoplasmic reticulum calcium ion concentration|calcium-mediated signaling using intracellular calcium source|positive regulation of cysteine-type endopeptidase activity involved in apoptotic process|positive regulation of mitochondrial calcium ion concentration|protein localization to endoplasmic reticulum exit site|positive regulation of ER-associated ubiquitin-dependent protein catabolic process|positive regulation of retrograde protein transport, ER to cytosol|positive regulation of intrinsic apoptotic signaling pathway|","protein binding|protein complex binding|MHC class I protein binding|",6,14,1.13e+09,"18.7%"
"1979","Q9CQF9",0.00072489,-0.326,46.57694761,2.012666667,2.19941e-05,10.80078789,-1.061,-1.183,-1.753,0.638,0.787,0.616,"Q9CQF9","Pcyox1","Q9CQF9_Pcyox1","Q9CQF9","Pcyox1",1,9,5,5,"Q9CQF9|A0A0N4SWD3","MOUSE",56721.9,16.2,1690,1690.1,66.74,66.74,NA,505,"Prenylcysteine oxidase","lysosome|vacuolar membrane|plasma membrane|very-low-density lipoprotein particle|extracellular exosome|","prenylated protein catabolic process|prenylcysteine catabolic process|oxidation-reduction process|chloride transmembrane transport|","prenylcysteine oxidase activity|chloride-transporting ATPase activity|",5,9,5.88e+08,"16.2%"
"2922","P63005",9.34937e-05,-0.2955,63.7691328,1.991666667,4.19843e-07,19.94714846,-1.415,-1.204,-1.255,0.613,0.662,0.826,"P63005","Pafah1b1","P63005_Pafah1b1","P63005","Pafah1b1",1,5,3,3,"P63005|P63005-2","MOUSE",47239.7,8.5,2617,2617.1,25.81,25.81,NA,410,"Platelet-activating factor acetylhydrolase IB subunit alpha","astral microtubule|kinetochore|nuclear envelope|cytoplasm|centrosome|cytosol|kinesin complex|microtubule associated complex|cell cortex|microtubule cytoskeleton|axon|growth cone|motile primary cilium|nuclear membrane|neuronal cell body|perinuclear region of cytoplasm|extracellular exosome|microtubule cytoskeleton|cell leading edge|","establishment of mitotic spindle orientation|microtubule cytoskeleton organization|ameboidal-type cell migration|acrosome assembly|neuron migration|positive regulation of cytokine-mediated signaling pathway|microtubule-based process|mitotic nuclear division|nuclear migration|synaptic transmission|neuroblast proliferation|learning or memory|retrograde axon cargo transport|adult locomotory behavior|protein secretion|negative regulation of neuron projection development|lipid catabolic process|cell migration|stem cell division|transmission of nerve impulse|corpus callosum morphogenesis|hippocampus development|layer formation in cerebral cortex|cerebral cortex neuron differentiation|cerebral cortex development|actin cytoskeleton organization|microtubule organizing center organization|osteoclast development|positive regulation of embryonic development|establishment of planar polarity of embryonic epithelium|regulation of GTPase activity|cortical microtubule organization|positive regulation of axon extension|positive regulation of mitotic cell cycle|negative regulation of JNK cascade|vesicle transport along microtubule|brain morphogenesis|neuromuscular process controlling balance|nuclear envelope disassembly|positive regulation of cellular component organization|establishment of centrosome localization|auditory receptor cell development|positive regulation of dendritic spine morphogenesis|regulation of microtubule cytoskeleton organization|cochlea development|microtubule cytoskeleton organization involved in establishment of planar polarity|","protein binding|microtubule binding|protein homodimerization activity|dynein binding|dynein intermediate chain binding|phosphoprotein binding|",3,5,4.68e+09,"8.5%"
"1439","Q80W54",0.00039134,-0.325333333,50.9593822,1.968,8.01792e-06,12.70108592,-1.142,-1.147,-1.639,0.656,0.553,0.767,"Q80W54","Zmpste24","Q80W54_Zmpste24","Q80W54","Zmpste24",1,27,9,9,"Q80W54","MOUSE",55018.7,16.2,1177,1177.1,118.67,118.67,NA,475,"CAAX prenyl protease 1 homolog","nuclear inner membrane|endoplasmic reticulum membrane|membrane|integral component of membrane|extracellular exosome|","nuclear envelope organization|prenylated protein catabolic process|CAAX-box protein processing|","metalloendopeptidase activity|metal ion binding|",9,27,1.68e+10,"16.2%"
"1366","Q9ERR7",0.001757438,-0.3085,41.08278659,1.957666667,7.7933e-05,8.782904746,-1.212,-0.889,-1.761,0.523,0.659,0.829,"Q9ERR7","Selenof","Q9ERR7_Selenof","Q9ERR7","Selenof",1,26,8,8,"Q9ERR7|A0A0R4J0K1|A0A1C7ZMY4","MOUSE",18191.8,53,1109,1109.1,126.64,126.64,NA,162,"Selenoprotein F","endoplasmic reticulum lumen|extracellular exosome|","'de novo' posttranslational protein folding|","protein binding|selenium binding|",8,26,1.04e+10,"53.0%"
"34","P08113",0.000287683,-0.3,53.0051055,1.956666667,5.00598e-06,13.6904285,-1.157,-1.091,-1.587,0.619,0.689,0.727,"P08113","Hsp90b1","P08113_Hsp90b1","P08113","Hsp90b1",1,635,87,85,"P08113","MOUSE",92759.4,70.6,20,20.1,1370.58,1332.82,NA,802,"Endoplasmin","extracellular region|nucleus|endoplasmic reticulum|endoplasmic reticulum lumen|endoplasmic reticulum membrane|cytosol|plasma membrane|focal adhesion|membrane|midbody|extracellular matrix|endoplasmic reticulum chaperone complex|melanosome|perinuclear region of cytoplasm|extracellular exosome|","response to hypoxia|protein folding|ER-associated ubiquitin-dependent protein catabolic process|retrograde protein transport, ER to cytosol|actin rod assembly|negative regulation of apoptotic process|regulation of phosphoprotein phosphatase activity|cellular response to ATP|","RNA binding|protein binding|ATP binding|protein phosphatase binding|virion binding|low-density lipoprotein particle receptor binding|unfolded protein binding|",87,635,1.97e+12,"70.6%"
"804","Q03311",0.000269332,-0.311833333,53.43376309,1.956333333,4.53548e-06,13.90670033,-1.187,-1.216,-1.467,0.482,0.911,0.606,"Q03311","Bche","Q03311_Bche","Q03311","Bche",1,46,15,15,"Q03311","MOUSE",68974.5,33.6,610,610.1,231.33,231.33,NA,603,"Cholinesterase","nuclear envelope lumen|endoplasmic reticulum|endoplasmic reticulum lumen|membrane|blood microparticle|","learning|negative regulation of cell proliferation|neuroblast differentiation|choline metabolic process|response to drug|response to alkaloid|negative regulation of synaptic transmission|response to glucocorticoid|response to folic acid|","acetylcholinesterase activity|cholinesterase activity|choline binding|identical protein binding|",15,46,1.08e+10,"33.6%"
"865","P09055",5.50868e-05,-0.285666667,67.6937575,1.928666667,1.70069e-07,22.7803111,-1.229,-1.159,-1.362,0.67,0.678,0.688,"P09055","Itgb1","P09055_Itgb1","P09055","Itgb1",1,56,16,16,"P09055|P09055-2|Q9Z0T9|B1AYG6","MOUSE",91481.9,21.8,656,656.1,215.28,215.28,NA,798,"Integrin beta-1","cytoplasm|plasma membrane|focal adhesion|external side of plasma membrane|cell surface|intercalated disc|membrane|lamellipodium|filopodium|neuromuscular junction|integrin alpha1-beta1 complex|integrin alpha2-beta1 complex|integrin alpha3-beta1 complex|integrin alpha7-beta1 complex|integrin alpha10-beta1 complex|integrin alpha11-beta1 complex|myelin sheath abaxonal region|sarcolemma|melanosome|dendritic spine|receptor complex|membrane raft|synapse|recycling endosome|extracellular exosome|invadopodium membrane|synaptic membrane|plasma membrane|cytoplasmic vesicle|ruffle membrane|perinuclear region of cytoplasm|","G1/S transition of mitotic cell cycle|in utero embryonic development|cell fate specification|cell migration involved in sprouting angiogenesis|leukocyte cell-cell adhesion|cell-matrix adhesion|calcium-independent cell-matrix adhesion|integrin-mediated signaling pathway|positive regulation of cell proliferation|germ cell migration|visual learning|regulation of collagen catabolic process|cell migration|formation of radial glial scaffolds|neuron projection development|cell-substrate adhesion|cell-cell adhesion mediated by integrin|heterotypic cell-cell adhesion|negative regulation of Rho protein signal transduction|positive regulation of apoptotic process|sarcomere organization|negative regulation of cell differentiation|mesodermal cell differentiation|axon extension|cardiac muscle tissue development|dendrite morphogenesis|leukocyte tethering or rolling|regulation of cell cycle|cardiac muscle cell differentiation|positive regulation of establishment of protein localization to plasma membrane|negative regulation of anoikis|transforming growth factor beta receptor signaling pathway|stress fiber assembly|","fibronectin binding|protease binding|actin binding|receptor activity|integrin binding|protein binding|metal ion binding|protein heterodimerization activity|cell adhesion molecule binding|collagen binding involved in cell-matrix adhesion|laminin binding|",16,56,1.42e+10,"21.8%"
"303","A2A7A7",0.000269332,-0.239333333,53.52399273,1.921333333,4.44223e-06,13.95263249,-1.059,-1.057,-1.484,0.621,0.791,0.752,"A2A7A7","H6pd","A2A7A7_H6pd","A2A7A7","H6pd",1,140,36,36,"A2A7A7|Q8CF","MOUSE",90478.8,47,198,198.1,499.56,499.56,NA,797,"GDH/6PGL endoplasmic bifunctional protein","mitochondrion|","glucose metabolic process|pentose-phosphate shunt|oxidation-reduction process|response to alcohol|","glucose-6-phosphate dehydrogenase activity|6-phosphogluconolactonase activity|carbohydrate binding|NADP binding|",36,140,1.49e+11,"47.0%"
"339","P07724",0.000979167,-0.244,44.74599236,1.914,3.35275e-05,10.08672895,-0.935,-1.074,-1.594,0.62,0.604,0.915,"P07724","Alb","P07724_Alb","P07724","Alb",1,153,35,33,"P07724","MOUSE",70745.2,54.7,228,228.1,459.72,420.96,NA,608,"Serum albumin","extracellular region|extracellular space|nucleus|cytoplasm|myelin sheath|protein complex|extracellular exosome|blood microparticle|","retina homeostasis|transport|cellular response to starvation|hemolysis by symbiont of host erythrocytes|negative regulation of apoptotic process|maintenance of mitochondrion location|","DNA binding|fatty acid binding|drug binding|toxic substance binding|pyridoxal phosphate binding|metal ion binding|chaperone binding|oxygen binding|",35,153,9.23e+10,"54.7%"
"1203","P34927",0.00095391,-0.136666667,44.89522843,1.856,3.23949e-05,10.14329813,-1.007,-1.05,-1.137,0.606,1.214,0.554,"P34927","Asgr1","P34927_Asgr1","P34927","Asgr1",1,32,10,10,"P34927|B1AR34","MOUSE",33161.5,31.6,960,960.1,148.87,148.87,NA,284,"Asialoglycoprotein receptor 1","integral component of membrane|","receptor-mediated endocytosis|cellular response to extracellular stimulus|","asialoglycoprotein receptor activity|carbohydrate binding|protein homodimerization activity|metal ion binding|",10,32,2.17e+10,"31.6%"
"1492","Q8BM72",0.001458916,-0.2835,42.24580542,1.853,5.96238e-05,9.179794418,-1.09,-0.886,-1.654,0.517,0.641,0.771,"Q8BM72","Hspa13","Q8BM72_Hspa13","Q8BM72","Hspa13",1,28,8,8,"Q8BM72|D3Z0Y0|Q8BM72-2","MOUSE",51765.4,21,1226,1226.1,111.21,111.21,NA,471,"Heat shock 70 kDa protein 13","endoplasmic reticulum|extracellular exosome|","","ATP binding|",8,28,1.05e+10,"21.0%"
"32","Q9JKR6",0.000247287,-0.219833333,54.7952139,1.850333333,3.31496e-06,14.61518728,-1.084,-1.038,-1.313,0.591,0.612,0.913,"Q9JKR6","Hyou1","Q9JKR6_Hyou1","Q9JKR6","Hyou1",1,525,91,91,"Q9JKR6|E0CYZ2","MOUSE",111407.3,67.3,18,18.1,1403.79,1403.79,NA,999,"Hypoxia up-regulated protein 1","extracellular region|endoplasmic reticulum lumen|focal adhesion|membrane|endoplasmic reticulum chaperone complex|extracellular exosome|","response to ischemia|response to endoplasmic reticulum stress|negative regulation of apoptotic process|cellular response to hypoxia|negative regulation of hypoxia-induced intrinsic apoptotic signaling pathway|negative regulation of endoplasmic reticulum stress-induced neuron intrinsic apoptotic signaling pathway|","ATP binding|",91,525,9.72e+11,"67.3%"
"1219","Q9DBH5",0.000105399,-0.266833333,61.31037603,1.837666667,7.39541e-07,18.28236005,-1.113,-1.093,-1.351,0.583,0.654,0.719,"Q9DBH5","Lman2","Q9DBH5_Lman2","Q9DBH5","Lman2",1,34,10,10,"Q9DBH5","MOUSE",40771.4,36.5,976,976.1,147.5,147.5,NA,358,"Vesicular integral-membrane protein VIP36","Golgi membrane|extracellular space|endoplasmic reticulum-Golgi intermediate compartment|Golgi apparatus|integral component of plasma membrane|cell surface|extracellular exosome|","retrograde vesicle-mediated transport, Golgi to ER|protein transport|positive regulation of phagocytosis|","glycoprotein binding|mannose binding|carbohydrate binding|heat shock protein binding|metal ion binding|",10,34,2.22e+10,"36.5%"
"1043","Q3UKN6",0.001335714,0.000833333,42.83087518,1.835,5.2109e-05,9.385306903,-1.034,-0.935,-0.781,1.117,0.478,1.16,"Q3UKN6","NotFound","Q3UKN6_NotFound","Q3UKN6","Nucb2",1,26,12,12,"Q3UKN6|P81117","MOUSE",50466.8,39,811,811.1,177.52,177.52,NA,420,"Nucleobindin-2","extracellular space|nucleus|nuclear outer membrane|cytoplasm|endoplasmic reticulum|endoplasmic reticulum-Golgi intermediate compartment|Golgi apparatus|extracellular exosome|","cellular calcium ion homeostasis|","calcium ion binding|",12,26,6.89e+09,"39.0%"
"1380","Q9CRD2",0.000695378,-0.149666667,47.1836866,1.829333333,1.91263e-05,11.04730879,-0.92,-0.999,-1.274,0.451,0.955,0.889,"Q9CRD2","Emc2","Q9CRD2_Emc2","Q9CRD2","Emc2",1,24,9,9,"Q9CRD2","MOUSE",35105.2,38.7,1121,1121.1,125.38,125.38,NA,297,"ER membrane protein complex subunit 2","nucleolus|cytoplasm|mitochondrion|endoplasmic reticulum|ER membrane protein complex|","","",9,24,7.93e+09,"38.7%"
"47","Q91W90",0.002547006,-0.1925,39.0523669,1.827666667,0.000124384,8.125355371,-0.934,-0.821,-1.564,0.453,0.766,0.945,"Q91W90","Txndc5","Q91W90_Txndc5","Q91W90","Txndc5",1,50,16,14,"Q91W90|E9PXX7|A0A0R4J1Y7","MOUSE",47099.3,40.5,28,28.2,225.45,204.27,NA,417,"Thioredoxin domain-containing protein 5","endoplasmic reticulum lumen|extracellular exosome|","protein folding|response to endoplasmic reticulum stress|apoptotic cell clearance|cell redox homeostasis|","protein disulfide isomerase activity|",14,50,1.64e+10,"39.0%"
"2581","Q9CXE7",0.000269332,-0.181666667,53.88000576,1.827333333,4.0926e-06,14.13526439,-0.958,-1.034,-1.294,0.546,0.803,0.847,"Q9CXE7","Tmed5","Q9CXE7_Tmed5","Q9CXE7","Tmed5",1,9,4,4,"Q9CXE7|E9PXY3|E9Q2J2|Q8C5H9|Q3V440|D3Z615","MOUSE",26285.5,13.1,2277,2277.1,36.53,36.53,NA,229,"Transmembrane emp24 domain-containing protein 5","endoplasmic reticulum membrane|endoplasmic reticulum-Golgi intermediate compartment|Golgi apparatus|cis-Golgi network|integral component of membrane|endoplasmic reticulum-Golgi intermediate compartment membrane|endoplasmic reticulum exit site|","protein transport|Golgi ribbon formation|","",4,9,8.05e+08,"13.1%"
"318","Q8C7X2",0.000891799,-0.0705,45.37486824,1.827,2.90077e-05,10.32704114,-0.998,-0.885,-1.069,0.447,1.088,0.994,"Q8C7X2","Emc1","Q8C7X2_Emc1","Q8C7X2","Emc1",1,114,34,34,"Q8C7X2|Z4YJW0|Q8C7X2-2|Q8C7X2-3","MOUSE",112002.5,40.1,212,212.1,483.94,483.94,NA,997,"ER membrane protein complex subunit 1","endoplasmic reticulum|integral component of membrane|ER membrane protein complex|","","",34,114,8.67e+10,"40.1%"
"2216","Q8BFR4",0.000385808,-0.208833333,51.20404402,1.821666667,7.57872e-06,12.81578353,-1.158,-0.861,-1.34,0.575,0.828,0.703,"Q8BFR4","Gns","Q8BFR4_Gns","Q8BFR4","Gns",1,9,6,6,"Q8BFR4","MOUSE",61915.5,12.3,1921,1921.1,51.56,51.56,NA,544,"N-acetylglucosamine-6-sulfatase","lysosome|extracellular exosome|","glycosaminoglycan metabolic process|","N-acetylglucosamine-6-sulfatase activity|sulfuric ester hydrolase activity|metal ion binding|",6,9,4.44e+09,"12.3%"
"2705","Q8R0F3",0.00072489,-0.208333333,46.54116959,1.817333333,2.2176e-05,10.78640841,-1.026,-0.896,-1.429,0.576,0.922,0.603,"Q8R0F3","Sumf1","Q8R0F3_Sumf1","Q8R0F3","Sumf1",1,8,4,4,"Q8R0F3|E9Q265|E9Q0Z7","MOUSE",41286.3,15.3,2399,2399.1,31.96,31.96,NA,372,"Sulfatase-modifying factor 1","endoplasmic reticulum|endoplasmic reticulum lumen|","oxidation-reduction process|","protein binding|oxidoreductase activity|protein homodimerization activity|metal ion binding|",4,8,1.05e+09,"15.3%"
"934","Q00623",0.001030963,-0.0085,44.35663424,1.807666667,3.66722e-05,9.940465234,-0.878,-0.94,-0.919,0.475,1.046,1.165,"Q00623","Apoa1","Q00623_Apoa1","Q00623","Apoa1",1,62,16,16,"Q00623","MOUSE",30615,48.4,716,716.1,196.8,196.8,NA,264,"Apolipoprotein A-I","extracellular region|extracellular space|nucleus|cytosol|cell surface|endocytic vesicle|cytoplasmic vesicle|very-low-density lipoprotein particle|high-density lipoprotein particle|discoidal high-density lipoprotein particle|spherical high-density lipoprotein particle|chylomicron|extracellular exosome|blood microparticle|extracellular vesicle|","regulation of protein phosphorylation|endothelial cell proliferation|negative regulation of cytokine secretion involved in immune response|phospholipid metabolic process|phosphatidylcholine biosynthetic process|cholesterol biosynthetic process|G-protein coupled receptor signaling pathway|integrin-mediated signaling pathway|response to nutrient|cholesterol metabolic process|glucocorticoid metabolic process|negative regulation of tumor necrosis factor-mediated signaling pathway|positive regulation of cholesterol esterification|positive regulation of triglyceride catabolic process|negative regulation of very-low-density lipoprotein particle remodeling|protein oxidation|peptidyl-methionine modification|triglyceride catabolic process|lipid storage|regulation of intestinal cholesterol absorption|cholesterol transport|adrenal gland development|organ regeneration|regulation of Cdc42 protein signal transduction|cholesterol efflux|phospholipid efflux|negative regulation of heterotypic cell-cell adhesion|very-low-density lipoprotein particle remodeling|high-density lipoprotein particle remodeling|high-density lipoprotein particle assembly|positive regulation of Rho protein signal transduction|lipoprotein biosynthetic process|response to drug|cholesterol homeostasis|blood vessel endothelial cell migration|response to estrogen|reverse cholesterol transport|positive regulation of fatty acid biosynthetic process|phosphatidylcholine metabolic process|negative regulation of interleukin-1 beta secretion|negative regulation of inflammatory response|protein stabilization|negative chemotaxis|positive regulation of lipoprotein lipase activity|vitamin transport|positive regulation of hydrolase activity|negative regulation of hydrolase activity|positive regulation of stress fiber assembly|phospholipid homeostasis|negative regulation of lipase activity|negative regulation of cell adhesion molecule production|negative regulation of response to cytokine stimulus|triglyceride homeostasis|cholesterol import|positive regulation of substrate adhesion-dependent cell spreading|protein localization|axon regeneration|","beta-amyloid binding|lipid transporter activity|protein binding|phospholipid binding|phospholipid transporter activity|high-density lipoprotein particle binding|lipid binding|cholesterol binding|cholesterol transporter activity|enzyme binding|phosphatidylcholine binding|apolipoprotein receptor binding|apolipoprotein A-I receptor binding|identical protein binding|chemorepellent activity|lipase inhibitor activity|phosphatidylcholine-sterol O-acyltransferase activator activity|high-density lipoprotein particle receptor binding|lipoprotein particle binding|cholesterol transporter activity|",16,62,1.2e+10,"48.4%"
"651","Q8K2C7",0.000616545,-0.1085,48.07608752,1.800333333,1.55737e-05,11.4192271,-1.017,-0.924,-1.085,0.478,0.819,1.078,"Q8K2C7","Os9","Q8K2C7_Os9","Q8K2C7","Os9",1,48,23,23,"Q8K2C7|Q8K2C7-2","MOUSE",76562.9,42.1,481,481.1,283.93,283.93,NA,672,"Protein OS-9","endoplasmic reticulum lumen|","protein targeting|protein retention in ER lumen|protein ubiquitination|ER-associated ubiquitin-dependent protein catabolic process|response to endoplasmic reticulum stress|protein ubiquitination involved in ubiquitin-dependent protein catabolic process|negative regulation of retrograde protein transport, ER to cytosol|","glycoprotein binding|protease binding|carbohydrate binding|",23,48,7.74e+09,"42.1%"
