Liver_Searched, 126:127, No_BirA_4:No_BirA_5	Liver_Searched, 126:128, No_BirA_4:XBirA_2	Liver_Searched, 126:129, No_BirA_4:No_BirA_6	Liver_Searched, 126:130, No_BirA_4:XBirA_3	Liver_Searched, 126:131, No_BirA_4:XBirA_1	Liver_Searched, 127:126, No_BirA_5:No_BirA_4	Liver_Searched, 127:128, No_BirA_5:XBirA_2	Liver_Searched, 127:129, No_BirA_5:No_BirA_6	Liver_Searched, 127:130, No_BirA_5:XBirA_3	Liver_Searched, 127:131, No_BirA_5:XBirA_1	Liver_Searched, 128:126, XBirA_2:No_BirA_4	Liver_Searched, 128:127, XBirA_2:No_BirA_5	Liver_Searched, 128:129, XBirA_2:No_BirA_6	Liver_Searched, 128:130, XBirA_2:XBirA_3	Liver_Searched, 128:131, XBirA_2:XBirA_1	Liver_Searched, 129:126, No_BirA_6:No_BirA_4	Liver_Searched, 129:127, No_BirA_6:No_BirA_5	Liver_Searched, 129:128, No_BirA_6:XBirA_2	Liver_Searched, 129:130, No_BirA_6:XBirA_3	Liver_Searched, 129:131, No_BirA_6:XBirA_1	Liver_Searched, 130:126, XBirA_3:No_BirA_4	Liver_Searched, 130:127, XBirA_3:No_BirA_5	Liver_Searched, 130:128, XBirA_3:XBirA_2	Liver_Searched, 130:129, XBirA_3:No_BirA_6	Liver_Searched, 130:131, XBirA_3:XBirA_1	Liver_Searched, 131:126, XBirA_1:No_BirA_4	Liver_Searched, 131:127, XBirA_1:No_BirA_5	Liver_Searched, 131:128, XBirA_1:XBirA_2	Liver_Searched, 131:129, XBirA_1:No_BirA_6	Liver_Searched, 131:130, XBirA_1:XBirA_3	id	accession_number	geneSymbol	numColumnsProteinObserved	numSpectraProteinObserved	numPepsUnique	numPepsUniqueSubgroupSpecificCI	accession_numbers	species	protein_mw	percentCoverage	groupNum	subgroupNum	scoreUnique	scoreUniqueSubgroupSpecificCI	orfCategory	sequenceLength	entry_name	cellular_component	biological_process	molecular_function	Liver_Searched unique_peptides	Liver_Searched numSpectra	Liver_Searched totalIntensity	Liver_Searched pct_cov
-0.346	-0.278	-0.542	-0.292	-0.483	0.346	0.086	-0.206	0.103	-0.099	0.278	-0.086	-0.275	-0.015	-0.326	0.542	0.206	0.275	0.257	-0.035	0.292	-0.103	0.015	-0.257	-0.343	0.483	0.099	0.326	0.035	0.343	Q8CI94	Q8CI94	Pygb	1	4	10	4	Q8CI94	MOUSE	97412.8	14.2	70	70.2	94.66	35.18		843	Glycogen phosphorylase, brain form	cytoplasm|membrane|axon|extracellular exosome|	glycogen catabolic process|	drug binding|glycogen phosphorylase activity|pyridoxal phosphate binding|carbohydrate binding|protein homodimerization activity|	4	4	80900000	8.6%
-0.39	0.153	-0.518	-0.054	-0.296	0.39	0.548	-0.095	0.338	0.12	-0.153	-0.548	-0.66	-0.232	-0.436	0.518	0.095	0.66	0.42	0.236	0.054	-0.338	0.232	-0.42	-0.221	0.296	-0.12	0.436	-0.236	0.221	P23116	P23116	Eif3a	1	178	67	67	P23116	MOUSE	162332.9	41.5	71	71.1	754.18	754.18		1344	Eukaryotic translation initiation factor 3 subunit A	nucleus|nucleolus|cytoplasm|microtubule organizing center|eukaryotic translation initiation factor 3 complex|membrane|eukaryotic 43S preinitiation complex|eukaryotic 48S preinitiation complex|eukaryotic translation initiation factor 3 complex, eIF3m|	formation of translation preinitiation complex|formation of cytoplasmic translation initiation complex|regulation of translational initiation|	protein binding|poly(A) RNA binding|translation initiation factor activity|	67	178	4.27e+10	41.5%
-0.022	0.165	-0.006	0.221	0.139	0.022	0.116	-0.023	0.177	0.115	-0.165	-0.116	-0.132	0.058	-0.013	0.006	0.023	0.132	0.202	0.095	-0.221	-0.177	-0.058	-0.202	-0.039	-0.139	-0.115	0.013	-0.095	0.039	Q8BMJ2	Q8BMJ2	Lars	1	142	59	59	Q8BMJ2	MOUSE	135445.1	51.3	72	72.1	753.92	753.92		1178	Leucine--tRNA ligase, cytoplasmic	nucleus|cytoplasm|cytosol|	leucyl-tRNA aminoacylation|regulation of translational fidelity|methionyl-tRNA aminoacylation|	aminoacyl-tRNA editing activity|leucine-tRNA ligase activity|ATP binding|methionine-tRNA ligase activity|	59	142	3.3e+10	51.3%
-0.008	0.557	0.572	-0.025	0.248	0.008	0.579	0.599	-0.007	0.265	-0.557	-0.579	-0.025	-0.583	-0.315	-0.572	-0.599	0.025	-0.609	-0.31	0.025	0.007	0.583	0.609	0.272	-0.248	-0.265	0.315	0.31	-0.272	Q64458	Q64458	Cyp2c29	1	261	49	27	Q64458|Q3UT49|H3BLM0	MOUSE	56399.5	81.8	73	73.1	748.78	455.44		490	Cytochrome P450 2C29	cytoplasm|endoplasmic reticulum membrane|intracellular membrane-bounded organelle|	xenobiotic metabolic process|epoxygenase P450 pathway|exogenous drug catabolic process|oxidation-reduction process|	monooxygenase activity|iron ion binding|arachidonic acid epoxygenase activity|steroid hydroxylase activity|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen|oxygen binding|heme binding|caffeine oxidase activity|aromatase activity|	49	261	3.84e+11	81.8%
-0.346	0.613	0.448	0.052	0.231	0.346	1.022	0.905	0.363	0.655	-0.613	-1.022	-0.135	-0.587	-0.351	-0.448	-0.905	0.135	-0.506	-0.288	-0.052	-0.363	0.587	0.506	0.257	-0.231	-0.655	0.351	0.288	-0.257	Q91X77	Q91X77	Cyp2c50	1	34	42	10	Q91X77|Q91X77-2|Q5GLZ0	MOUSE	56562.5	69.3	73	73.2	562.81	124.1		490	Cytochrome P450 2C50	cytoplasm|endoplasmic reticulum membrane|intracellular membrane-bounded organelle|	xenobiotic metabolic process|arachidonic acid metabolic process|epoxygenase P450 pathway|exogenous drug catabolic process|linoleic acid metabolic process|oxidation-reduction process|	iron ion binding|arachidonic acid epoxygenase activity|steroid hydroxylase activity|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen|oxygen binding|heme binding|aromatase activity|linoleic acid epoxygenase activity|	10	34	5.53e+10	22.2%
-0.259	0.33	0.271	0.229	0.081	0.259	0.609	0.512	0.461	0.226	-0.33	-0.609	-0.078	-0.121	-0.368	-0.271	-0.512	0.078	-0.101	-0.303	-0.229	-0.461	0.121	0.101	-0.197	-0.081	-0.226	0.368	0.303	0.197	Q6XVG2	Q6XVG2	Cyp2c54	1	53	36	7	Q6XVG2	MOUSE	56598.5	61.8	73	73.3	490.18	108.76		490	Cytochrome P450 2C54	cytoplasm|endoplasmic reticulum membrane|intracellular membrane-bounded organelle|	xenobiotic metabolic process|arachidonic acid metabolic process|epoxygenase P450 pathway|exogenous drug catabolic process|linoleic acid metabolic process|oxidation-reduction process|	iron ion binding|arachidonic acid epoxygenase activity|steroid hydroxylase activity|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen|oxygen binding|heme binding|aromatase activity|linoleic acid epoxygenase activity|	7	53	2.38e+10	22.6%
0.017	0.295	0.996	-0.089	0.208	-0.017	0.264	1.02	-0.065	0.168	-0.295	-0.264	0.826	-0.321	-0.12	-0.996	-1.02	-0.826	-1.129	-0.758	0.089	0.065	0.321	1.129	0.267	-0.208	-0.168	0.12	0.758	-0.267	P56654	P56654	Cyp2c37	1	27	33	9	P56654	MOUSE	56290	58.3	73	73.4	469.56	116.98		490	Cytochrome P450 2C37	cytoplasm|endoplasmic reticulum membrane|intracellular membrane-bounded organelle|	xenobiotic metabolic process|epoxygenase P450 pathway|exogenous drug catabolic process|oxidation-reduction process|	iron ion binding|arachidonic acid epoxygenase activity|steroid hydroxylase activity|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen|oxygen binding|heme binding|aromatase activity|	9	27	1.38e+11	10.6%
-0.203	0.29	0.665	0.33	0.037	0.203	0.479	0.843	0.519	0.255	-0.29	-0.479	0.279	-0.036	-0.302	-0.665	-0.843	-0.279	-0.293	-0.596	-0.33	-0.519	0.036	0.293	-0.241	-0.037	-0.255	0.302	0.596	0.241	P33267	P33267	Cyp2f2	1	82	26	24	P33267	MOUSE	56175.9	48	73	73.5	315.91	287.77		491	Cytochrome P450 2F2	cytoplasm|endoplasmic reticulum membrane|intracellular membrane-bounded organelle|	xenobiotic metabolic process|response to toxic substance|naphthalene metabolic process|trichloroethylene metabolic process|epoxygenase P450 pathway|exogenous drug catabolic process|oxidation-reduction process|	iron ion binding|arachidonic acid epoxygenase activity|steroid hydroxylase activity|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen|oxygen binding|heme binding|	24	82	5.65e+10	45.8%
-0.543	0.188	-0.094	0.072	0.077	0.543	0.692	0.474	0.567	0.598	-0.188	-0.692	-0.232	-0.114	-0.14	0.094	-0.474	0.232	0.113	0.098	-0.072	-0.567	0.114	-0.113	-0.014	-0.077	-0.598	0.14	-0.098	0.014	Q91W64	Q91W64	Cyp2c70	1	39	16	13	Q91W64|E9Q2L0|E9Q8U5	MOUSE	56475.5	34.5	73	73.6	225.84	192.53		489	Cytochrome P450 2C70	cytoplasm|endoplasmic reticulum membrane|intracellular membrane-bounded organelle|	xenobiotic metabolic process|epoxygenase P450 pathway|exogenous drug catabolic process|oxidation-reduction process|	iron ion binding|arachidonic acid epoxygenase activity|steroid hydroxylase activity|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen|oxygen binding|heme binding|aromatase activity|	13	39	1.29e+10	32.3%
-0.498	0.506	0.123	0.478	0.376	0.498	1.004	0.742	0.788	0.707	-0.506	-1.004	-0.512	-0.216	0.043	-0.123	-0.742	0.512	0.195	0.322	-0.478	-0.788	0.216	-0.195	-0.162	-0.376	-0.707	-0.043	-0.322	0.162	P56655	P56655	Cyp2c38	1	5	16	5	P56655	MOUSE	56912.9	34.6	73	73.7	181.74	63.45		490	Cytochrome P450 2C38	cytoplasm|endoplasmic reticulum membrane|intracellular membrane-bounded organelle|	xenobiotic metabolic process|epoxygenase P450 pathway|exogenous drug catabolic process|oxidation-reduction process|	monooxygenase activity|iron ion binding|arachidonic acid epoxygenase activity|steroid hydroxylase activity|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen|oxygen binding|heme binding|caffeine oxidase activity|aromatase activity|	5	5	5.91e+08	13.2%
0.137	-2.416	0.778	-2.471	-2.537	-0.137	-2.528	0.531	-2.595	-2.627	2.416	2.528	2.881	-0.018	-0.06	-0.778	-0.531	-2.881	-2.883	-2.9	2.471	2.595	0.018	2.883	-0.032	2.537	2.627	0.06	2.9	0.032	Q91WU0	Q91WU0	Ces1f	1	305	43	40	Q91WU0	MOUSE	62010.5	69.6	74	74.1	741.6	691.03		561	Carboxylesterase 1F	lipid particle|cytosol|	short-chain fatty acid catabolic process|	hydrolase activity|	43	305	5.34e+11	69.6%
-0.021	-1.756	0.421	-2.579	-1.931	0.021	-1.817	0.488	-2.588	-1.862	1.756	1.817	2.003	-0.767	-0.095	-0.421	-0.488	-2.003	-2.855	-2.2	2.579	2.588	0.767	2.855	0.616	1.931	1.862	0.095	2.2	-0.616	Q64176	Q64176	Ces1e	1	73	21	18	Q64176|H3BL34|D3Z298	MOUSE	61865.8	47.6	74	74.2	338.85	288.28		562	Carboxylesterase 1E	endoplasmic reticulum lumen|	metabolic process|	carboxylic ester hydrolase activity|	18	73	3.53e+10	41.6%
-0.642	0.627	-0.24	-0.179	-0.076	0.642	1.255	0.389	0.465	0.551	-0.627	-1.255	-0.831	-0.799	-0.726	0.24	-0.389	0.831	0.091	0.165	0.179	-0.465	0.799	-0.091	0.103	0.076	-0.551	0.726	-0.165	-0.103	P50544	P50544	Acadvl	1	224	46	46	P50544|B1AR28	MOUSE	71273.6	72.2	75	75.1	740.94	740.94		656	Very long-chain specific acyl-CoA dehydrogenase, mitochondrial	nucleus|nucleolus|cytoplasm|mitochondrion|mitochondrial inner membrane|mitochondrial nucleoid|	temperature homeostasis|epithelial cell differentiation|fatty acid beta-oxidation using acyl-CoA dehydrogenase|negative regulation of fatty acid biosynthetic process|negative regulation of fatty acid oxidation|regulation of cholesterol metabolic process|	acyl-CoA dehydrogenase activity|flavin adenine dinucleotide binding|	46	224	2.59e+11	72.2%
0.173	0.584	-0.108	0.316	0.275	-0.173	0.417	-0.219	0.144	0.162	-0.584	-0.417	-0.604	-0.273	-0.279	0.108	0.219	0.604	0.387	0.395	-0.316	-0.144	0.273	-0.387	-0.003	-0.275	-0.162	0.279	-0.395	0.003	Q05421	Q05421	Cyp2e1	1	264	54	54	Q05421|A0A1B0GSV7|Q0PGA1	MOUSE	57203.4	71.1	76	76.1	738.77	738.77		493	Cytochrome P450 2E1	Golgi membrane|cytoplasm|mitochondrion|endoplasmic reticulum|intrinsic component of endoplasmic reticulum membrane|	triglyceride metabolic process|xenobiotic metabolic process|steroid metabolic process|response to ozone|response to organonitrogen compound|monoterpenoid metabolic process|drug metabolic process|epoxygenase P450 pathway|exogenous drug catabolic process|response to ethanol|heterocycle metabolic process|oxidation-reduction process|	monooxygenase activity|iron ion binding|arachidonic acid epoxygenase activity|steroid hydroxylase activity|oxidoreductase activity|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen|oxygen binding|enzyme binding|heme binding|	54	264	6.78e+11	71.1%
-0.042	0.379	-0.093	0.288	0.224	0.042	0.415	-0.053	0.33	0.286	-0.379	-0.415	-0.442	-0.095	-0.145	0.093	0.053	0.442	0.352	0.283	-0.288	-0.33	0.095	-0.352	-0.059	-0.224	-0.286	0.145	-0.283	0.059	Q62167	Q62167	Ddx3x	1	232	52	16	Q62167|P16381	MOUSE	73499.5	75.2	77	77.1	736.18	221.38		662	ATP-dependent RNA helicase DDX3X	nucleus|cytoplasm|mitochondrial outer membrane|cytoplasmic stress granule|nuclear speck|cytoplasmic ribonucleoprotein granule|extracellular exosome|eukaryotic translation initiation factor 3 complex|cytosolic small ribosomal subunit|	transcription, DNA-templated|translational initiation|chromosome segregation|extrinsic apoptotic signaling pathway via death domain receptors|response to virus|regulation of gene expression|RNA secondary structure unwinding|positive regulation of gene expression|negative regulation of translation|positive regulation of cell growth|negative regulation of cell growth|negative regulation of protein complex assembly|DNA duplex unwinding|stress granule assembly|intracellular signal transduction|mature ribosome assembly|positive regulation of apoptotic process|negative regulation of apoptotic process|negative regulation of cysteine-type endopeptidase activity involved in apoptotic process|positive regulation of cysteine-type endopeptidase activity involved in apoptotic process|positive regulation of viral genome replication|innate immune response|positive regulation of translation|positive regulation of transcription from RNA polymerase II promoter|positive regulation of translational initiation|cellular response to arsenic-containing substance|cellular response to osmotic stress|intrinsic apoptotic signaling pathway|positive regulation of G1/S transition of mitotic cell cycle|negative regulation of intrinsic apoptotic signaling pathway|	DNA binding|RNA binding|GTPase activity|ATP-dependent DNA helicase activity|ATP-dependent RNA helicase activity|protein binding|ATP binding|transcription factor binding|poly(A) binding|eukaryotic initiation factor 4E binding|ATPase activity|nucleoside-triphosphatase activity|translation initiation factor binding|RNA stem-loop binding|ribosomal small subunit binding|CTPase activity|poly(A) RNA binding|mRNA 5'-UTR binding|	52	232	1.91e+11	75.2%
0.105	0.389	0.028	0.308	0.287	-0.105	0.276	-0.084	0.215	0.192	-0.389	-0.276	-0.368	-0.046	-0.118	-0.028	0.084	0.368	0.294	0.285	-0.308	-0.215	0.046	-0.294	-0.045	-0.287	-0.192	0.118	-0.285	0.045	Q61656	Q61656	Ddx5	1	144	50	39	Q61656|Q8BTS0|S4R1I6|S4R1E3	MOUSE	69802.5	60.7	77	77.2	683.66	522.02		614	Probable ATP-dependent RNA helicase DDX5	nucleus|nucleoplasm|nucleolus|membrane|ribonucleoprotein complex|extracellular exosome|catalytic step 2 spliceosome|	negative regulation of transcription from RNA polymerase II promoter|regulation of alternative mRNA splicing, via spliceosome|in utero embryonic development|mRNA processing|circadian rhythm|RNA splicing|mRNA transcription|RNA secondary structure unwinding|positive regulation of intracellular estrogen receptor signaling pathway|positive regulation of DNA damage response, signal transduction by p53 class mediator|regulation of osteoblast differentiation|positive regulation of transcription, DNA-templated|positive regulation of transcription from RNA polymerase II promoter|regulation of androgen receptor signaling pathway|intrinsic apoptotic signaling pathway by p53 class mediator|regulation of skeletal muscle cell differentiation|	transcription cofactor activity|transcription coactivator activity|RNA helicase activity|ATP-dependent RNA helicase activity|protein binding|ATP binding|estrogen receptor binding|pre-mRNA binding|poly(A) RNA binding|androgen receptor binding|	39	144	1.07e+11	53.5%
0.04	0.351	-0.077	0.195	-0.019	-0.04	0.274	-0.066	0.135	-0.025	-0.351	-0.274	-0.384	-0.164	-0.359	0.077	0.066	0.384	0.268	0.045	-0.195	-0.135	0.164	-0.268	-0.163	0.019	0.025	0.359	-0.045	0.163	Q3U741	Q3U741	Ddx17	1	68	38	27	Q3U741|Q501J6|Q501J6-2	MOUSE	73211	50.9	77	77.3	476.95	315.31		652	DEAD (Asp-Glu-Ala-Asp) box polypeptide 17, isoform CRA_a	nucleus|nucleoplasm|membrane|	post-embryonic development|RNA secondary structure unwinding|positive regulation of intracellular estrogen receptor signaling pathway|positive regulation of transcription, DNA-templated|positive regulation of transcription from RNA polymerase II promoter|cardiovascular system development|regulation of skeletal muscle cell differentiation|	transcription coactivator activity|ATP-dependent RNA helicase activity|ATP binding|estrogen receptor binding|poly(A) RNA binding|	27	68	1.69e+10	39.2%
0.106	-0.016	0.823	0.288	0.405	-0.106	-0.128	0.651	0.136	0.306	0.016	0.128	0.737	0.291	0.475	-0.823	-0.651	-0.737	-0.486	-0.352	-0.288	-0.136	-0.291	0.486	0.16	-0.405	-0.306	-0.475	0.352	-0.16	Q3V086	Q3V086	Ddx4	1	8	5	3	Q3V086|Q61496	MOUSE	80137.7	7.9	77	77.5	62.07	26.03		728	ATP-dependent RNA helicase DDX4	nucleus|cytoplasm|ribonucleoprotein complex|chromatoid body|perinuclear region of cytoplasm|pi-body|	male meiosis I|spermatogenesis|RNA secondary structure unwinding|sperm motility|regulation of protein localization|	nucleic acid binding|ATP-dependent RNA helicase activity|protein binding|ATP binding|	3	8	1.98e+09	5.0%
0.127	0.752	0.689	0.264	0.299	-0.127	0.603	0.604	0.13	0.171	-0.752	-0.603	-0.049	-0.5	-0.45	-0.689	-0.604	0.049	-0.45	-0.396	-0.264	-0.13	0.5	0.45	0.042	-0.299	-0.171	0.45	0.396	-0.042	P56593	P56593	Cyp2a12	1	303	50	23	P56593	MOUSE	56349.3	83.3	78	78.1	735.53	359.82		492	Cytochrome P450 2A12	cytoplasm|endoplasmic reticulum membrane|intracellular membrane-bounded organelle|	xenobiotic metabolic process|coumarin metabolic process|epoxygenase P450 pathway|exogenous drug catabolic process|oxidation-reduction process|	iron ion binding|arachidonic acid epoxygenase activity|steroid hydroxylase activity|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen|oxygen binding|heme binding|aromatase activity|	50	303	5.21e+11	83.3%
-0.16	0.151	0.85	0.007	0.413	0.16	0.302	1.144	0.182	0.722	-0.151	-0.302	0.787	-0.139	0.367	-0.85	-1.144	-0.787	-1.057	-0.505	-0.007	-0.182	0.139	1.057	0.547	-0.413	-0.722	-0.367	0.505	-0.547	Q91X75	Q91X75	Cyp2a5	1	39	42	11	Q91X75|P20852|E9Q5D4	MOUSE	56825.8	68.4	78	78.2	605.84	164.15		494	Cyp2a4 protein		oxidation-reduction process|	iron ion binding|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen|heme binding|	11	39	5.06e+10	23.4%
0.479	-0.513	1.292	0.263	-0.279	-0.479	-1.039	0.947	-0.35	-0.865	0.513	1.039	1.784	0.631	0.115	-1.292	-0.947	-1.784	-1.167	-1.72	-0.263	0.35	-0.631	1.167	-0.516	0.279	0.865	-0.115	1.72	0.516	P15392	P15392	Cyp2a4	1	41	42	13	P15392	MOUSE	56894.9	66.1	78	78.3	584.57	163.4		494	Cytochrome P450 2A4	endoplasmic reticulum membrane|	response to stilbenoid|oxidation-reduction process|	iron ion binding|heme binding|aromatase activity|	13	41	2.91e+10	24.2%
0.477	0.149	1.244	-0.12	0.402	-0.477	-0.4	0.741	-0.432	-0.139	-0.149	0.4	1.033	-0.251	0.209	-1.244	-0.741	-1.033	-1.201	-0.816	0.12	0.432	0.251	1.201	0.283	-0.402	0.139	-0.209	0.816	-0.283	B2RXZ2	B2RXZ2	Cyp2a22	1	29	34	10	B2RXZ2	MOUSE	56488.6	60.9	78	78.4	454.68	110.39		492	Cyp2a22 protein	cytoplasm|intracellular membrane-bounded organelle|	xenobiotic metabolic process|coumarin metabolic process|epoxygenase P450 pathway|exogenous drug catabolic process|oxidation-reduction process|	iron ion binding|arachidonic acid epoxygenase activity|steroid hydroxylase activity|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen|oxygen binding|heme binding|	10	29	1.13e+10	24.7%
-0.014	0.008	0.116	0.11	-0.165	0.014	0.039	0.133	0.126	-0.114	-0.008	-0.039	0.021	0.044	-0.234	-0.116	-0.133	-0.021	0.04	-0.257	-0.11	-0.126	-0.044	-0.04	-0.248	0.165	0.114	0.234	0.257	0.248	E9Q5K4	E9Q5K4	Cyp2c23	1	93	32	30	E9Q5K4|A0A1D5RLI1	MOUSE	56877.4	53.8	78	78.5	420.9	389.82		494	Cytochrome P450, family 2, subfamily c, polypeptide 23	cytoplasm|intracellular membrane-bounded organelle|	xenobiotic metabolic process|epoxygenase P450 pathway|response to testosterone|exogenous drug catabolic process|oxidation-reduction process|	iron ion binding|arachidonic acid epoxygenase activity|steroid hydroxylase activity|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen|oxygen binding|heme binding|	30	93	5.23e+10	51.6%
0.047	0.021	0.227	-0.249	-0.22	-0.047	-0.017	0.159	-0.318	-0.253	-0.021	0.017	0.206	-0.258	-0.219	-0.227	-0.159	-0.206	-0.487	-0.445	0.249	0.318	0.258	0.487	0.051	0.22	0.253	0.219	0.445	-0.051	O35490	O35490	Bhmt	1	494	42	42	O35490|Q91WS4	MOUSE	45476.1	84.7	79	79.1	724.63	724.63		407	Betaine--homocysteine S-methyltransferase 1	cytoplasm|	amino-acid betaine catabolic process|methionine biosynthetic process|methylation|	zinc ion binding|S-adenosylmethionine-homocysteine S-methyltransferase activity|betaine-homocysteine S-methyltransferase activity|	43	494	2.38e+12	84.7%
0.041	-0.807	-0.444	-0.839	-1.089	-0.041	-0.903	-0.552	-0.914	-1.133	0.807	0.903	0.364	-0.155	-0.287	0.444	0.552	-0.364	-0.387	-0.566	0.839	0.914	0.155	0.387	-0.195	1.089	1.133	0.287	0.566	0.195	P01029	P01029	C4b	1	149	56	53	P01029|P01030	MOUSE	194566.4	37	80	80.1	716.48	685.93		1738	Complement C4-B	extracellular space|	inflammatory response|complement activation, classical pathway|negative regulation of endopeptidase activity|innate immune response|	endopeptidase inhibitor activity|	56	149	4.41e+10	37.0%
-0.024	0.285	0.422	0.354	0.358	0.024	0.298	0.455	0.37	0.383	-0.285	-0.298	0.171	0.069	0.063	-0.422	-0.455	-0.171	-0.09	-0.077	-0.354	-0.37	-0.069	0.09	0.005	-0.358	-0.383	-0.063	0.077	-0.005	Q8BFR5	Q8BFR5	Tufm	1	294	42	42	Q8BFR5|Q8BFR5-2	MOUSE	49906.8	75.2	81	81.1	711.62	711.62		452	Elongation factor Tu, mitochondrial	mitochondrion|mitochondrial inner membrane|membrane|mitochondrial nucleoid|myelin sheath|extracellular exosome|	translational elongation|	translation elongation factor activity|GTPase activity|GTP binding|poly(A) RNA binding|	42	294	7.22e+11	75.2%
-0.356	0.061	0.151	-0.578	-0.627	0.356	0.406	0.496	-0.206	-0.266	-0.061	-0.406	0.08	-0.634	-0.68	-0.151	-0.496	-0.08	-0.695	-0.763	0.578	0.206	0.634	0.695	-0.036	0.627	0.266	0.68	0.763	0.036	Q99MN9	Q99MN9	Pccb	1	482	42	42	Q99MN9|E9Q1J7	MOUSE	59035.6	77	82	82.1	709.64	709.64		541	Propionyl-CoA carboxylase beta chain, mitochondrial	mitochondrion|mitochondrial matrix|	metabolic process|	propionyl-CoA carboxylase activity|ATP binding|	42	482	2.53e+12	77.0%
-0.037	0.167	-0.148	0.22	0.107	0.037	0.177	-0.126	0.23	0.126	-0.167	-0.177	-0.291	0.041	-0.085	0.148	0.126	0.291	0.356	0.19	-0.22	-0.23	-0.041	-0.356	-0.111	-0.107	-0.126	0.085	-0.19	0.111	Q3UPL0	Q3UPL0	Sec31a	1	169	53	53	Q3UPL0|Q3UPL0-2|Q3UPL0-3	MOUSE	134593.8	42.1	83	83.1	706.07	706.07		1230	Protein transport protein Sec31A	cytoplasm|endoplasmic reticulum|endoplasmic reticulum membrane|ER to Golgi transport vesicle membrane|vesicle coat|ER to Golgi transport vesicle|intracellular membrane-bounded organelle|perinuclear region of cytoplasm|endoplasmic reticulum exit site|	protein transport|vesicle-mediated transport|response to calcium ion|	calcium-dependent protein binding|	53	169	1.12e+11	42.1%
-0.154	-0.345	-0.213	0.231	-0.105	0.154	-0.195	-0.073	0.368	0.058	0.345	0.195	0.113	0.548	0.221	0.213	0.073	-0.113	0.467	0.134	-0.231	-0.368	-0.548	-0.467	-0.308	0.105	-0.058	-0.221	-0.134	0.308	O55143	O55143	Atp2a2	1	234	45	45	O55143|O55143-2|Q8R429|Q64518|E9Q559|Q64518-3|B1ATS5|Q64518-2|B1ATS4	MOUSE	116510.6	43.9	84	84.1	702.05	702.05		1044	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2	endoplasmic reticulum|endoplasmic reticulum membrane|vesicle membrane|longitudinal sarcoplasmic reticulum|membrane|sarcoplasmic reticulum|extrinsic component of cytoplasmic side of plasma membrane|sarcoplasmic reticulum membrane|perinuclear region of cytoplasm|calcium ion-transporting ATPase complex|ribbon synapse|intercalated disc|	regulation of the force of heart contraction|cellular calcium ion homeostasis|regulation of muscle contraction|ER-nucleus signaling pathway|organelle organization|metabolic process|regulation of cardiac muscle contraction by calcium ion signaling|transition between fast and slow fiber|endoplasmic reticulum calcium ion homeostasis|positive regulation of endoplasmic reticulum calcium ion concentration|T-tubule organization|response to endoplasmic reticulum stress|response to peptide hormone|negative regulation of heart contraction|relaxation of cardiac muscle|sarcoplasmic reticulum calcium ion transport|calcium ion transmembrane transport|regulation of cardiac muscle cell membrane potential|regulation of cardiac muscle cell action potential involved in regulation of contraction|regulation of calcium ion-dependent exocytosis of neurotransmitter|calcium ion transport from cytosol to endoplasmic reticulum|calcium ion import into sarcoplasmic reticulum|	calcium-transporting ATPase activity|calcium ion binding|protein binding|ATP binding|protein C-terminus binding|enzyme binding|lutropin-choriogonadotropic hormone receptor binding|S100 protein binding|calcium-transporting ATPase activity involved in regulation of cardiac muscle cell membrane potential|	45	234	1.68e+11	43.9%
